,cluster,article,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
262,13,20,0.3135313,0.3666755,-0.095511936,0.17389466,0.11076865,-0.2953582,-0.104994476,-0.1622419,-0.039984737,-0.35580948,-0.19519977,-0.5698866,-0.11039901,0.23265019,0.22601473,0.07014621,-0.14153036,-0.023553899,-0.06490087,-0.098660685,0.14709798,-0.061677214,-0.04024626,0.04442074,-0.25520134,0.2781637,-0.30701357,0.09831554,0.31433734,-0.04089584,-0.011736487,0.12180276,0.30339485,0.008976561,0.152984,0.23512822,-0.07997151,-0.04391046,-0.06277778,-0.06896,0.37472984,-0.008899022,0.1309499,0.27578858,0.32361773,0.03992054,0.3511095,0.27147847,0.23570834,-0.15048383,-0.24363199,-0.3863756,-0.12156577,0.00529706,-0.057281617,0.15740743,0.32483736,-0.1527458,-0.009952321,0.3041327,-0.007704374,0.1609965,0.21164368,0.035128377,-0.5931476,-0.38292184,0.26144865,-0.32373017,-0.12806039,-0.09119176,0.056905564,0.11467815,-0.06068755,0.19982384,0.15381162,0.13556994,0.16602705,-0.14511943,-0.0027585444,-0.2824948,-0.20725049,-0.01130038,-0.327923,-0.16038492,0.010909769,0.21632461,-0.11901248,-0.29445386,-0.035784252,-0.21643168,0.22286528,-0.03485218,-0.14661911,0.11724408,0.34277433,-0.13147879
263,7,20,0.124240465,0.18123452,-0.13615508,-0.058247454,-0.019107627,-0.11710896,-0.11102087,-0.09755357,0.08542902,-0.37372598,-0.4502283,-0.23072892,-0.111318745,0.09320626,0.22242582,0.10796387,0.048082225,0.03520337,-0.010762798,0.07577254,0.20813112,0.17216165,-0.12984031,-0.09870515,-0.19147326,0.22073625,0.010013436,0.3891079,0.20306455,-0.16735739,0.1394857,-0.17119975,0.073185325,-0.18868719,0.19045517,0.21320996,-0.18565539,-0.11633146,-0.031542793,-0.13645446,0.45052186,0.15719901,0.07031303,0.017816208,0.22588688,0.09348074,0.24513537,0.19940452,0.21538273,-0.07663999,-0.20552045,-0.40563956,-0.030118585,-0.07032029,-0.044468526,-0.39932123,0.11655658,-0.10768932,0.19206145,0.4489487,0.019175047,0.18042906,0.17072909,0.13717641,-0.490528,-0.43185607,-0.003423657,-0.1895359,-0.017573947,-0.15765755,-0.06511231,0.21258436,-0.17635123,-0.107018426,0.37616563,0.2826141,-0.099390626,-0.35547987,-0.0182772,-0.1736857,-0.29232523,-0.22322226,-0.25289652,-0.32172862,0.14276254,0.0052620918,0.09706427,-0.05342645,-0.35882,-0.13039763,-0.06331531,-0.061606575,0.09748108,0.42924276,0.27904546,0.17533977
264,8,20,0.37554336,0.010325531,-0.010080629,-0.047691688,-0.20851523,-0.15181789,-0.09176725,0.124703236,0.028482592,-0.46748483,-0.18348595,-0.50823146,-0.19549803,0.10621944,0.117056295,0.19694611,-0.17136866,-0.20714504,-0.06862797,0.030658826,0.4230601,0.012230241,0.1566806,-0.08852056,-0.44413486,0.12807758,-0.18933433,0.3826131,0.20374592,-0.18275563,0.17238525,0.011153414,-0.081356764,-0.021623578,0.25797418,0.61198175,-0.31823495,0.34274027,-0.16348036,-0.030528864,0.3309722,-0.049046233,-0.12613589,-0.0050494317,0.30783728,-0.14948167,0.4877283,0.10347552,0.18526529,-0.06252664,-0.17540999,-0.2705946,0.07577284,0.022991106,-0.05689662,-0.23057255,0.13914022,-0.31914243,-0.05295547,0.28307208,-0.04638882,0.012356204,-0.1816992,0.10066506,-0.52220863,-0.47475535,-0.110615306,0.010471781,-0.091022104,-0.27283463,-0.20808077,0.3381566,0.19248223,-0.06301845,0.23587042,0.17829907,-0.09444265,-0.4154713,0.14583424,-0.20901681,-0.38522214,-0.2211569,-0.5997607,-0.10954558,0.18511035,0.32455745,0.09667632,-0.116652265,-0.14869885,-0.21306653,0.105450206,-0.028313182,-0.027684385,0.12862457,0.3694343,0.2725314
265,3,20,0.34763327,0.14477864,-0.06595765,-0.032995705,-0.06792514,-0.2797394,-0.16827083,-0.09371846,-0.03201668,-0.31019482,-0.3313968,-0.42402664,-0.25022855,0.087975964,0.18875892,-0.028834756,-0.16767268,-0.04855416,-0.14190824,0.011964603,0.21391866,-0.1448488,-0.072532214,-0.09018804,-0.34516764,0.19667356,-0.27095866,0.28107324,0.22937408,-0.05734384,0.07615258,-0.013775084,-0.086457044,0.061297785,0.19639093,0.48658553,-0.12997647,0.08680071,-0.120133266,0.068800926,0.49596846,0.012569674,0.01101498,-0.10692865,0.20599751,-0.03419505,0.33157682,0.09258592,0.29578903,-0.034773823,-0.19319592,-0.25041452,-0.1319321,-0.1870485,-0.011807214,-0.24202593,0.12893209,-0.13872674,0.020050192,0.1507681,-0.020353297,0.07963914,0.12905669,0.15720974,-0.5682698,-0.48570108,0.19203019,-0.23636596,-0.18078424,-0.1383849,-0.147824,0.32288453,0.017413877,0.027453808,0.29415163,0.0345384,0.15300195,-0.29458886,0.055315476,-0.09999914,-0.2557587,-0.23619084,-0.32099903,-0.21317352,0.14762811,0.09317572,-0.054796424,-0.29284063,-0.22004953,-0.04483034,0.1508768,-0.049915712,-0.09889908,0.087075055,0.31825033,-0.00042151843
266,2,20,0.34446242,0.03567873,0.013199163,-0.25717375,-0.09918697,-0.09358545,0.054336227,0.033935312,0.21827647,-0.44078442,-0.23807931,-0.41041598,-0.45712703,0.25351954,0.19004707,0.0268403,-0.07850078,0.06331932,0.009297654,0.04352681,0.16645451,0.10614701,-0.036913462,-0.04924251,-0.35412833,0.3951586,-0.034145813,0.33524442,0.24191214,-0.13662536,0.064510524,-0.08686733,0.11037813,-0.15626001,0.18183808,0.46684796,-0.18653533,-0.10166337,-0.12657993,-0.27975884,0.23915516,0.074381396,-0.04873581,-0.03098739,0.23599166,-0.07156736,0.50982606,0.07219494,0.15931416,-0.20181346,-0.1861732,-0.44813296,0.055014577,-0.28208327,-0.009123252,-0.16284706,0.1435057,0.005379588,0.3182041,0.36776727,0.13352194,0.1148737,-0.10654162,0.1084192,-0.5336902,-0.36838195,-0.16805169,-0.070335045,-0.05786115,-0.2789295,0.0075332075,0.045002233,-0.08947358,-0.0882475,0.29658237,0.33940092,-0.127389,-0.4432665,-0.1513836,-0.11024007,-0.38766542,-0.038736243,-0.6241424,-0.19858034,0.07741571,0.09361541,0.15300645,-0.1015553,-0.12823106,-0.21836905,0.16388854,0.010861491,0.0934809,0.29326388,0.44686812,0.35008878
267,8,20,0.3367003,0.12627538,-0.057488233,0.049448006,-0.13072956,-0.33728188,0.0933445,0.038934223,0.0045664106,-0.45596403,-0.31927305,-0.48452207,-0.36285928,0.21087158,0.04531776,0.19636105,-0.17682241,0.17336892,-0.11737163,-0.08607591,0.3861566,-0.07557258,0.11907393,-0.034308903,-0.3992836,0.21443611,-0.12759678,0.3010898,0.21556504,-0.33364075,0.15210415,-0.007950164,-0.18605188,0.051847305,-0.013906416,0.39359996,-0.31622583,0.21295512,-0.35652882,0.028795095,0.2792284,-0.020424163,-0.18206878,-0.13375613,0.24963807,-0.08094628,0.45410705,-0.023314575,0.12681334,-0.0016620591,-0.25520155,-0.2554544,0.08615975,0.020247635,-0.110256456,-0.07221617,0.09100949,0.0014608902,0.21199647,0.17291364,0.11958435,0.06898559,0.024116369,0.1724897,-0.5253321,-0.30633914,0.010723639,-0.05358768,-0.01860681,-0.3045079,-0.11006579,0.15646952,-0.01028624,0.096911184,0.14194566,0.3779558,-0.22301757,-0.20934245,0.04356792,-0.14109628,-0.34496906,-0.09697573,-0.61692154,-0.07756527,0.105975956,0.36756566,-0.05788287,-0.19035311,-0.25815657,-0.19748193,0.22293906,-0.27571064,-0.06723982,0.22100034,0.3174967,0.24857508
268,4,20,0.2890029,0.12397931,-0.018309528,-0.11122643,0.05781507,-0.11400378,-0.100391574,-0.14070755,0.17703529,-0.35890976,-0.36428556,-0.26819822,-0.15486543,0.071009815,0.079764515,0.23693892,-0.033396494,0.11783627,-0.06144639,0.12130662,0.14750814,0.19631605,-0.013181914,0.043006867,-0.1713788,0.2203149,-0.0642658,0.23949873,0.2837423,-0.18355249,0.06727435,-0.15627715,0.10895458,-0.14141172,0.19988045,0.15329136,-0.13437459,-0.25995964,0.020495826,-0.18564679,0.3946606,0.1103674,0.08076886,0.15050663,0.16137624,-0.050983287,0.370312,0.19014971,0.14631222,-0.1310433,-0.07977539,-0.40572417,0.018528322,0.034681283,-0.14680175,-0.17645186,0.1702949,-0.022446958,0.0987273,0.40540895,-0.015800843,0.09982559,0.115855485,-0.017095726,-0.4910613,-0.32785022,-0.04622247,-0.19330323,-0.07302958,-0.23314732,0.033865623,0.18444982,-0.028637296,-0.04904328,0.31017166,0.15282896,-0.052031953,-0.34427872,0.048773922,-0.15326282,-0.302299,-0.15035263,-0.37385365,-0.27338985,0.04772594,0.070124164,0.15595022,-0.07118275,-0.2728453,-0.22469893,-0.015547364,-0.0807368,0.11724111,0.34631622,0.44035432,4.643202e-05
269,13,20,0.31035253,0.33197936,-0.17124969,0.18648806,0.119225636,-0.18437707,-0.18140301,-0.23076944,0.015009044,-0.28690833,-0.1658148,-0.5307087,0.042812992,0.24924676,0.052596867,-0.015185917,-0.1981118,-0.11898934,-0.12896556,-0.063717194,0.2891563,-0.014304154,0.049223043,0.12085137,-0.36510628,0.2864321,-0.2667958,0.08051361,0.22570665,-0.025294498,-0.04363756,0.09650376,0.3281789,0.20309488,0.012741989,0.35643882,-0.14100413,0.20529473,-0.057515375,0.065856785,0.30129543,0.1039843,0.17694587,0.13867472,0.29918006,-0.11250284,0.40873897,0.30346343,0.2713434,-0.08481319,-0.28031304,-0.48898408,-0.19791207,-0.10145578,-0.034472153,0.0310564,0.38297725,-0.18833524,-0.077252224,0.25032115,-0.041660264,0.225028,0.1315168,0.11734501,-0.65130544,-0.44959205,0.2099353,-0.43218303,-0.222208,-0.09422052,0.083635464,0.26271778,0.066740125,0.12442839,0.097160235,0.11702992,0.23430116,-0.16966192,0.17568934,-0.3358072,-0.34139425,-0.04990493,-0.19276132,-0.021807728,0.03850272,0.22133231,-0.21787979,-0.3440851,-0.097288325,-0.04297426,0.1743314,-0.08904648,-0.048478402,0.043562647,0.29665923,-0.24525918
270,28,20,0.35252073,0.09614301,0.08231528,0.081957,-0.13689944,-0.21028702,-0.12804998,-0.0807538,0.06799036,-0.20973742,-0.19576836,-0.52533245,-0.18314528,0.21331216,0.255968,0.07292429,-0.13186792,-0.0118454145,0.036422554,-0.04363214,0.07946146,-0.140351,-0.18688484,-0.011317578,-0.32052165,0.28750342,-0.17221169,0.24253671,0.17177612,-0.02699522,-0.13242139,0.051626343,0.029079506,0.08617727,0.19705926,0.36742842,-0.0061085657,0.05362267,-0.15971935,-0.17881465,0.28649843,-0.0036115192,0.022816021,0.046203967,0.20341152,-0.017769992,0.3417792,0.26442698,0.3698831,-0.097908944,-0.22476883,-0.20761244,-0.10058319,0.1096829,0.003294404,-0.10506413,0.14001781,-0.2775472,0.045497455,0.3423913,0.18819816,0.08209989,0.07584554,-0.06953008,-0.53538764,-0.47840717,0.049552236,-0.1390096,-0.14346632,-0.19492143,-0.061434995,0.18516243,-0.25739604,0.26989794,0.37148786,0.04017619,0.2751148,-0.32597506,0.037136327,-0.29286796,-0.21486156,-0.09873056,-0.2868599,-0.040320758,-0.053628616,0.18432409,8.627772e-06,-0.06981266,-0.1637481,-0.14016616,0.1683034,-0.029601194,0.054702524,0.011584211,0.1394163,0.12167244
271,25,20,0.3444535,0.29317412,-0.027573204,0.15569055,-0.14879982,-0.20061931,-0.32327187,-0.12291472,0.014388977,-0.28683522,-0.425084,-0.5613719,-0.03210062,0.15270536,0.24828584,0.013089609,-0.093360394,-0.16980399,-0.11919194,0.1224594,0.18636332,-0.2331764,-0.12247595,-0.22341217,-0.31341413,0.22681873,-0.25296646,0.34981537,0.15454675,0.20167996,-0.13884866,0.05424518,0.13121387,0.047787566,0.20999315,0.45983183,-0.051646307,0.06021922,-0.094733864,-0.10266022,0.3625311,0.090774454,0.21155396,-0.054053515,0.21588327,-0.07630523,0.31219333,0.28562313,0.30730444,-0.22960459,-0.19018231,-0.3626098,-0.10261022,-0.26455522,0.17982271,-0.071133524,0.2664889,-0.19515021,0.08615996,0.44788426,-0.0101864915,0.32054183,0.1487575,0.09849754,-0.6035451,-0.5291454,0.029411612,-0.21180901,-0.049938098,-0.21602114,0.04398735,0.27237085,0.20661941,-0.073312595,0.326225,0.16780004,0.23734246,-0.50044894,0.01193904,-0.2525419,-0.37141213,-0.20665875,-0.26494378,-0.06599665,0.10714536,0.28396073,-0.039189484,-0.20728971,-0.23175631,-0.15820329,0.03961532,-0.0589663,-0.043028396,0.0051145684,0.25718898,-0.09657595
272,2,20,0.10598912,0.008079789,0.0042756908,0.09214419,-0.24677913,-0.06400138,-0.049076736,0.039136887,0.24080443,-0.012652635,-0.4306497,-0.3499033,-0.22241604,-0.062958084,0.3188394,0.15354048,0.0806326,0.06045198,-0.1359394,0.1005759,0.27975383,0.026282739,-0.26928008,-0.056472883,-0.43983015,0.089085266,-0.00921863,0.40702164,0.073653944,-0.20780583,-0.050195426,-0.063279465,-0.10323828,0.1227728,0.0075211744,0.39506492,-0.14267844,-0.09849735,-0.32887056,-0.033261243,0.3603605,-0.100597896,0.012898639,-0.07325668,-0.15736675,0.11381942,0.3242168,0.08482779,0.11846121,-0.042173024,0.059113365,-0.30796048,-0.054286115,-0.087279215,0.041612536,-0.078295276,-0.081467085,0.13208884,0.29597273,0.10404326,0.26244107,0.07115861,-0.06775899,-0.0019063442,-0.5357414,-0.29296038,-0.119420074,-0.02063546,-0.006614149,-0.13644385,-0.008732546,0.08946912,-0.08561464,0.0059033544,0.45436516,0.25685126,0.090695046,-0.37133422,-0.018546134,-0.12102131,-0.21692485,-0.15432946,-0.4448832,-0.28085905,0.19693878,0.024015965,0.098580875,-0.025717601,-0.14115374,0.0067065693,0.13354859,-0.10577757,0.22943191,0.23160101,0.30975777,0.32165623
273,8,20,0.2660354,0.095829114,0.103713475,0.10537561,-0.16190931,-0.23152065,-0.0033349122,-0.011858645,0.08656735,-0.24756001,-0.31574535,-0.48111916,-0.025480565,0.098435506,0.074134454,0.16427618,-0.1615529,-0.017603021,-0.2199862,-0.027506437,0.27975821,0.007129668,0.13839613,-0.080298364,-0.31418684,0.05069948,-0.1634218,0.34711668,0.15986572,-0.29144195,0.11961626,-0.114365906,-0.043655958,0.09406744,0.11683293,0.41477,-0.20371002,0.19906068,-0.21988781,0.06623982,0.34779632,-0.02497255,-0.10135897,0.13482909,0.13574189,0.0119600035,0.39407745,0.117050394,0.18861623,-0.12264003,-0.16498753,-0.26353422,0.15171516,0.055926602,-0.114103,-0.20230334,0.20675561,-0.23655115,-0.02900711,0.22936453,-0.034211133,-0.07157531,-0.12555194,-0.0032657664,-0.48144126,-0.20563015,0.038339518,0.049906053,-0.021118887,-0.2882534,-0.13202727,0.20969237,0.14638689,0.024649253,0.13888901,0.12037307,-0.0035651026,-0.29265338,0.092466414,-0.14035691,-0.3366111,-0.18415207,-0.573543,-0.22185278,0.17423296,0.12733483,0.062777534,-0.08113918,-0.16565731,-0.16797662,0.20063539,-0.15244837,-0.14617674,0.14069632,0.4457543,0.24703094
274,29,20,0.14713898,0.16657309,-0.10139546,-0.07575907,-0.13385093,-0.13150208,0.068915434,-0.2844585,-0.055483405,-0.23530118,-0.072583705,-0.3306127,-0.3135917,0.24908383,0.1038563,0.2775501,-0.0803676,0.037535742,-0.018644527,-0.07851767,0.21705589,0.080684386,-0.10849008,-0.14580812,-0.23856103,0.007858753,-0.12977923,0.046574153,0.27374142,-0.44116408,0.07246864,-0.08905532,-0.05170781,0.2772628,0.050288178,0.22342156,-0.06828396,0.42999256,-0.22753465,-0.13733628,0.1346564,0.21743095,-7.9094956e-05,-0.30509484,0.1290437,-0.12969705,0.29526702,-0.29087454,0.15613845,0.1135257,-0.076380365,-0.33538094,0.22236167,0.082375534,-0.16209178,-0.41965675,-0.067714006,-0.20088102,0.2928464,0.09426308,-0.09005682,0.05268714,-0.04275864,0.4061184,-0.4985402,-0.15124057,-0.3462861,-0.17460051,0.163644,-0.3216987,-0.20938104,0.15493882,-0.24842326,0.2314366,0.180433,0.29188463,0.12563486,-0.20704824,0.1074681,-0.13084698,-0.26486441,0.08592171,-0.33506593,-0.28916925,0.32561666,0.30097243,-0.011668387,0.13383321,-0.3820468,-0.110936366,0.26583964,-0.49981478,-0.2243625,0.2668065,0.009588038,0.15863408
275,26,20,0.26510718,0.11991947,0.10415976,0.01901345,-0.14863858,-0.053264666,-0.047043074,-0.23100658,0.2026838,-0.20345674,-0.21742389,-0.422193,-0.258971,0.07595693,0.08363102,0.14945625,0.006077617,-0.028738994,-0.11652936,0.088521436,0.26466045,0.1069254,-0.09046543,-0.041312236,-0.36734813,0.32171583,-0.059215564,0.36236194,-0.0002428405,-0.07137189,-0.06603703,-0.12566149,0.1304699,0.034930557,0.10256126,0.40763667,-0.36574993,-0.028012965,-0.12065632,-0.0020112777,0.19849382,0.08252935,-0.064002335,-0.12294012,0.12716492,-0.19072786,0.42619216,0.1547015,0.2764999,-0.049003616,-0.18729705,-0.32310972,0.055716425,0.119805634,-0.13067193,-0.14571048,0.1604607,0.052928895,0.16972195,0.36765066,0.06677133,-0.0043467754,-0.008653834,-0.06605285,-0.48820725,-0.29244506,-0.09549955,-0.029136682,0.05478338,-0.2620494,0.033335898,0.1411245,0.09249701,-0.013878421,0.3998415,0.04444477,0.14707814,-0.25915962,0.18568294,-0.20343779,-0.25285017,-0.13949344,-0.4556629,-0.047912754,-0.074358046,0.06984909,0.09249013,-0.14441496,-0.17371789,-0.019360201,-0.018438142,0.0063130762,-0.11126869,0.22042023,0.3598747,0.15860823
276,8,20,0.3628879,0.18553425,-0.06757096,-0.00089751906,-0.07155136,-0.19707377,-0.20623668,-0.17206109,0.016140005,-0.2625478,-0.18910491,-0.5015669,-0.06559892,0.25289273,0.01629052,0.13298061,-0.10856913,-0.08751952,-0.24239138,-0.019384664,0.29183006,0.057159495,0.06541646,0.010883738,-0.33627862,0.11839953,-0.21703401,0.34438792,0.16783127,-0.17792374,0.12565522,-0.007169012,0.12966652,-0.034683973,0.20374127,0.49152136,-0.369529,0.106473446,-0.060268313,0.07210124,0.42111433,-0.04991656,0.01406948,-0.031517807,0.20966892,-0.013564351,0.39246437,0.1439798,0.15560377,0.07908511,-0.18025962,-0.3774407,-0.018280987,0.08218055,-0.11281915,-0.21833013,0.28830567,-0.14096831,-0.071346164,0.22610736,-0.08506126,0.00999775,0.08637154,0.050004594,-0.5785663,-0.45433903,0.08952974,-0.061940014,0.015348902,-0.29958758,-0.112497605,0.28991908,0.12985763,0.030652558,0.32884565,0.04232387,-0.03798305,-0.29175627,0.13982648,-0.25099093,-0.29279456,-0.33124453,-0.55306923,-0.18469742,0.103226125,0.17783219,-0.0411064,-0.25714007,-0.14159401,-0.0018954627,0.08633281,-0.15140022,-0.17694373,0.18111207,0.41039604,-0.017606288
277,25,20,0.2692232,-0.025641508,0.010970666,0.0559225,-0.08716063,-0.18427914,-0.14595418,-0.14152636,0.091127135,-0.13230714,-0.33777705,-0.5169302,-0.17169541,0.27058655,0.15042476,0.08151146,-0.109755285,-0.11412229,-0.18415573,0.0020029093,0.21187252,-0.098876566,0.039919924,-0.1940295,-0.3055073,0.31360513,-0.07891933,0.20085782,0.2697005,0.0064102127,-0.018971104,-0.07854744,0.006542273,-0.042452365,0.18715145,0.25437573,-0.10264349,-0.09404874,-0.09171593,-0.004216899,0.23000376,0.13369122,0.02322668,0.08587508,0.10069725,-0.14671797,0.24623667,0.253313,0.29821575,-0.0765634,-0.17017607,-0.3096782,-0.1646449,-0.07721463,-0.06553796,0.059784893,0.2601234,-0.06351197,0.16034247,0.35528988,0.071658164,0.18943425,0.07190833,-0.035535507,-0.66636413,-0.3691041,0.059906702,-0.1553415,0.023697183,-0.26339936,-0.031557098,0.09443172,0.16057831,-0.01664122,0.3016629,-0.0369351,0.06853282,-0.4288702,0.060519103,-0.13176037,-0.21933128,-0.15954018,-0.44881442,-0.016564671,-0.08252652,0.15680018,0.103801936,-0.16841958,-0.1503848,-0.060170062,0.14812146,-0.07163896,-0.04645515,0.1751276,0.36259565,0.023308044
278,11,20,0.31381318,0.2992407,-0.09710139,0.21202797,0.1218939,-0.113826506,-0.3218195,-0.31011218,0.1325292,-0.272733,-0.27711725,-0.43003118,-0.020092882,0.28078717,0.036209855,0.0717641,-0.1362202,0.012651397,0.018916346,0.07973384,0.2662878,-0.10292048,-0.08695019,0.04385225,-0.29981712,0.22860694,-0.2517034,0.1557405,0.19348891,0.2307862,-0.11968333,0.06330777,0.33627233,0.12715021,0.11334469,0.18074362,-0.15220311,-0.13128585,0.17460468,-0.13865767,0.21801375,0.27233732,0.19645117,0.27459532,0.29167488,-0.1349524,0.42224964,0.35259947,0.09195692,-0.2771778,-0.22133026,-0.57433337,-0.17216338,-0.09893482,-0.062082797,0.06655672,0.3452444,-0.025767984,0.0972588,0.3804081,-0.1440248,0.30108094,0.19330123,0.008888778,-0.6423985,-0.54004943,0.092672884,-0.43547085,-0.12035421,-0.08108636,0.29993758,0.11432877,-0.07612192,0.1703048,0.20202461,0.037946418,0.20039377,-0.24771117,0.12122802,-0.32618275,-0.37193033,-0.109070115,-0.15625036,-0.105079055,-0.013839136,0.2595753,-0.088962436,-0.36842185,-0.19731875,-0.20427246,-0.09541609,-0.05202614,0.0029515221,0.12832193,0.40486524,-0.29188737
279,4,20,0.31189993,0.14508304,0.00072101306,-0.02625634,-0.10309306,-0.07841397,-0.2818333,-0.34084225,0.18881479,-0.39491042,-0.28814766,-0.44106978,-0.09499846,0.05718924,0.028430033,0.24685529,0.0143546155,0.113438986,-0.19289327,-0.04829806,0.36852562,-0.031939168,-0.10755157,-0.16810594,-0.3360882,0.20742552,-0.13962483,0.33118024,0.19093339,-0.020967798,0.12044716,-0.0681267,0.19516197,0.026370497,0.32484856,0.09409313,-0.24197291,-0.106477916,-0.061740004,-0.10707096,0.3798249,0.11527034,0.099325255,-0.01018337,0.176909,-0.06941988,0.43038335,0.15591219,0.15858968,-0.09230231,-0.11150248,-0.4730986,0.035170615,-0.21121205,-0.06417978,-0.13623485,0.26555422,0.035043243,0.070812315,0.3204284,-0.21943738,0.1536187,0.18155244,0.025941905,-0.44778964,-0.3805219,-0.053432185,-0.20297332,0.031547662,-0.24805775,0.20895709,0.15884192,0.1026576,0.027245143,0.24008967,0.08504355,0.058695707,-0.35047728,0.099403106,-0.093288355,-0.28833315,-0.2919237,-0.36473578,-0.11893058,0.03543228,0.13896422,0.020366374,-0.28758478,-0.36771345,-0.046791878,-0.10330036,-0.036148734,-0.020863991,0.3269033,0.43494567,-0.037394296
280,4,20,0.34932393,0.20643786,-0.04066822,0.06744515,-0.006464187,0.02246449,-0.2214427,-0.17692113,0.2134375,-0.36874184,-0.35350266,-0.32028612,-0.053786214,0.1377306,0.023865959,0.20232193,-0.01923878,0.13857745,-0.124797516,-0.0017768499,0.24711025,0.07739766,0.0025531296,-0.11206311,-0.31350732,0.22014958,-0.092503026,0.3688077,0.22872679,-0.07745306,-0.018710032,-0.162576,0.23955853,-0.03413678,0.22593787,0.24230787,-0.33286104,-0.20814082,0.020789318,-0.14080165,0.35532585,0.038609482,0.097020455,0.09449819,0.2123634,-0.08387288,0.3691203,0.25148797,0.17450209,-0.20801741,-0.068366185,-0.47504184,-0.017095897,-0.01347677,-0.1857317,-0.14543341,0.2732424,-0.030146655,0.025163405,0.3742144,-0.06844295,0.09505515,0.13210194,0.00579604,-0.45558316,-0.40877154,0.036760267,-0.25044608,-0.062257133,-0.29818407,0.16244088,0.2237189,0.034229327,-0.030861562,0.38825274,0.15444888,0.056125544,-0.30900675,0.051056672,-0.23734118,-0.30277774,-0.2905068,-0.42235073,-0.14906134,0.03132666,0.06300138,0.09147026,-0.209203,-0.3984023,-0.059275832,-0.122596145,-0.034687884,0.08983571,0.42931226,0.43071458,-0.10370084
281,11,20,0.5535928,0.2937798,0.005678179,0.16063993,-0.052293245,-0.15067635,-0.10238332,-0.16452926,0.11582619,-0.41980347,-0.3323793,-0.592623,-0.24682342,0.23913853,0.12043685,0.08871736,-0.017161634,0.21593255,-0.10657778,-0.04107024,0.250555,-0.19497319,-0.14611192,-0.19905789,-0.21368666,0.29391426,-0.159265,0.05349012,0.40487805,0.08247493,0.019323962,0.014420067,0.1744593,-0.017673008,0.38372403,0.1615931,-0.22570397,-0.18731944,0.021678396,-0.20196478,0.2916795,0.016810175,0.14602996,0.22874825,0.2860529,-0.08117807,0.46008688,0.37564364,0.18380262,-0.17977616,-0.2537448,-0.4599463,-0.11303487,0.08593655,-0.16226289,0.1323475,0.33872917,-0.15991776,0.016738104,0.3846735,0.13192688,0.24292089,0.1617223,-0.064538054,-0.6234701,-0.3665711,0.1322675,-0.29279542,0.04455924,-0.26709697,0.13516645,-0.0152168,-0.15251647,0.27951556,0.15773778,-0.037914906,0.101481654,-0.30541438,-0.027378473,-0.22505079,-0.23980384,-0.06723998,-0.32850647,-0.022846544,-0.040827412,0.14232773,-0.07801774,-0.33091295,-0.1780574,-0.1578613,-0.045876864,-0.11798824,0.15578954,0.14532721,0.2689134,-0.11981991
282,4,20,0.3617848,0.14161088,0.039045695,-0.045093097,-0.14665492,-0.12750885,-0.31213704,-0.24043149,0.33333954,-0.40987864,-0.41557255,-0.47687575,-0.15164316,0.18522121,-0.06390632,0.27780125,-0.06349964,0.22144844,-0.23103881,-0.026181607,0.31516662,-0.08187419,-0.07789417,-0.12939653,-0.29926264,0.21849556,-0.1401221,0.2951184,0.29717475,0.10885116,0.07568431,-0.18852535,0.2216289,0.03134837,0.3860252,0.16572304,-0.29138654,-0.13639238,0.029225804,-0.19917776,0.35356507,0.14072208,0.15444694,0.11562054,0.24627487,-0.15407532,0.5252284,0.22092625,0.096628845,-0.17157398,-0.13468489,-0.53270113,0.05158108,-0.14754455,-0.024609879,0.017427215,0.31875652,0.0009172221,0.046709556,0.34419328,-0.09381799,0.069293186,0.13206692,-0.050063964,-0.552003,-0.4232743,-0.06849566,-0.121572785,0.047509998,-0.32505777,0.18192078,0.18904236,0.117118105,-0.020452278,0.31053105,0.15161169,-0.015413121,-0.41424674,0.063578,-0.20553444,-0.28415474,-0.27559093,-0.3752657,-0.15735461,0.0012301275,0.16099443,-0.03148771,-0.32035208,-0.30349874,-0.10888273,-0.07869632,-0.13059501,0.07480418,0.32793325,0.5471786,-0.13681868
