,cluster,article,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
111,9,5,0.05249303,0.084763944,0.36856338,0.17341161,0.18259762,0.29914895,-0.2547123,0.32062238,-0.0704685,-0.23859537,0.20420323,0.062127326,-0.09819681,0.07021446,-0.102031596,0.13841012,-0.033992004,0.23628357,0.019471874,-0.5038457,0.19085392,0.06640216,-0.19868985,-0.15323664,0.36070365,0.0010967101,-0.6122732,-0.052298885,0.11059668,-0.25565776,0.2008283,-0.37970313,-0.062342633,0.3824265,0.39304572,0.17095801,-0.38833043,0.18479092,0.04283215,-0.024681158,-0.38733584,0.0612424,0.06454677,0.3319674,0.40226632,-0.14626743,0.20190349,-0.21074274,0.04755598,-0.4078603,-0.17150454,0.027187776,0.013568552,-0.048381716,0.08615143,0.47711164,0.27656358,-0.045757063,0.46377325,-0.08065196,0.22442657,0.27326217,-0.08258125,-0.02040954
112,9,5,-0.06773963,0.03692692,0.47446007,0.10957773,0.11841953,0.23035362,-0.39266294,0.4016496,-0.16911885,-0.14446801,0.055922963,0.05078133,-0.33756286,-0.05355537,-0.3747575,0.11228315,0.14077906,0.168338,0.12199959,-0.567047,0.27520996,0.086286664,-0.15179265,-0.12167581,0.3281994,0.024415549,-0.5269617,0.08883296,0.0019728367,-0.18499477,0.08605637,-0.4207846,-0.27990398,0.20720254,0.45445696,0.25315994,-0.46302503,0.23036952,0.25028837,-0.084221,-0.1996783,0.19290715,0.27099967,0.21551505,0.4969542,0.08185356,0.35286427,-0.019183137,0.19447264,-0.387493,-0.25624782,0.09897904,-0.029264612,-0.22846535,0.19589172,0.52571326,0.27558407,-0.053826716,0.6693174,-0.08662846,0.41140756,0.294989,-0.2987268,-0.055742208
113,6,5,-0.14040169,0.24213511,0.5811178,0.2233243,0.118282996,0.36418107,-0.4147455,0.42441845,-0.1868569,-0.40539587,0.21171728,-0.055133466,-0.11302675,0.26393348,-0.2563156,0.2885217,0.1596987,0.1336379,0.30885842,-0.59155774,0.33196542,0.042635024,-0.026162524,-0.22069964,0.22813356,0.1084325,-0.67136806,0.17503464,-0.13009664,-0.11022961,-0.07479505,-0.4196457,0.021340707,0.40570673,0.34544215,0.15157138,-0.6002932,0.052929867,-0.08562885,-0.12172323,-0.31473,0.13845876,-0.07154152,0.080602,0.47056255,-0.15369098,0.28209543,-0.1477636,-0.14870298,-0.54422855,0.038827233,0.23383929,-0.30833268,-0.043844547,0.027398327,0.3788441,0.33561486,0.23857851,0.51853186,-0.2291317,0.30283478,0.34923944,-0.33620086,0.15539871
114,0,5,0.018619968,0.42396277,0.50307256,-0.07425253,0.099790215,0.5377019,-0.24242495,0.27898827,-0.33265606,-0.2996572,0.09049847,0.011112918,-0.16858144,0.0032268204,-0.31188732,0.28899217,-0.22799033,0.049928665,0.27918118,-0.6017313,-0.12110456,0.14985646,-0.1908563,-0.20289582,0.18666251,0.04349298,-0.4383322,-0.023060614,-0.13562582,0.0783551,0.07692337,-0.26968154,-0.0049170456,0.5525864,0.18869528,0.12076812,-0.30687898,-0.11746724,-0.06663101,-0.12628935,-0.30381784,0.2554364,-0.12332448,0.31662908,0.29425666,-0.1382534,0.50212955,0.45572457,0.17805547,-0.5262241,-0.4727416,0.09821213,-0.10914551,0.13401414,0.015682679,0.4168572,0.2108063,0.22891386,0.5927934,-0.42627603,0.28102633,0.13851996,-0.14261797,0.2785036
115,0,5,-0.23866466,0.34727007,0.30423853,0.09895557,0.16894327,0.2955668,-0.10933238,0.105598584,-0.2271605,-0.052754596,-0.2049131,-0.14320062,-0.00035299358,0.11816184,-0.035416953,0.0492934,-0.0849286,0.11356122,0.1843256,-0.54543895,0.1392363,0.14327534,-0.11566088,-0.13467272,-0.010312913,-0.04896066,-0.19935904,-0.009669673,0.16828287,-0.17451602,-0.09118012,-0.123067506,0.22694983,0.18054935,0.18229592,0.34499732,-0.68151057,0.1251514,-0.09895308,0.078502856,-0.21134296,0.1545532,0.02218023,0.13572018,-0.019264571,-0.48145276,0.21571678,-0.010480393,-0.26083878,-0.5634907,-0.33300412,-0.06533291,-0.31914383,0.03042963,-0.17296362,0.09855124,0.14435592,0.0041203266,0.63252336,-0.09844232,0.21127859,-0.1646892,0.0037104168,0.0017083867
116,9,5,-0.03623289,0.07838832,0.3947339,-0.06323199,0.33227688,0.16721025,-0.39945456,0.5695828,-0.104760006,-0.010619889,0.0014559169,0.1058925,-0.15207069,0.18335181,-0.24511784,0.29342034,0.13875747,0.42465693,-0.18148792,-0.5998892,0.20260479,0.08925294,-0.07883137,-0.076965705,0.26222724,0.17265965,-0.47067806,0.023106486,0.1032112,-0.4316923,0.11948574,-0.23656097,-0.1937691,0.18296954,0.38510677,-0.014401211,-0.5500861,0.044796538,0.07354694,-0.14977467,-0.339992,0.12569593,0.18150607,0.2626636,0.4960127,-0.11863245,0.22733338,-0.09406132,0.25852662,-0.3383737,-0.2794847,0.0024441208,0.091526136,-0.09691323,-0.16059929,0.41429788,0.38032728,0.2088165,0.58638513,0.10519327,0.43774688,0.19295853,-0.23678231,-0.31248662
117,9,5,0.13195205,-0.052734017,0.48398674,0.055167284,0.22308859,0.33157867,-0.33930275,0.5436483,-0.10944138,-0.100102924,0.112430766,0.24056904,-0.19325243,-0.04320437,-0.15947501,0.22278431,0.14448936,0.36387902,-0.16306232,-0.54880583,0.14379944,0.14084572,-0.12251236,-0.15422337,0.2500961,0.043546256,-0.5628002,0.04675266,0.22427276,-0.29482073,0.0146264,-0.3381762,-0.079242334,0.17918643,0.4122024,0.14896652,-0.5916187,-0.058195274,0.056599997,-0.08852635,-0.4403114,0.14140415,0.1701386,0.34408066,0.51456887,-0.16964276,0.19353674,-0.070296876,0.2651398,-0.34074745,-0.34360453,-0.042267427,-0.009524914,-0.1378199,-0.004207102,0.48160446,0.32866785,-0.04189387,0.49078435,0.10228379,0.20865627,0.38738388,-0.05779215,-0.14796494
118,9,5,0.077044666,-0.043676138,0.33631307,-0.01592751,0.32785162,0.1211122,-0.27148065,0.429695,-0.024051292,0.0034028832,0.16038029,0.16416353,-0.06972901,0.10483583,-0.27342787,0.1560382,0.030631896,0.35614556,-0.073384166,-0.48659945,0.011566002,0.056831356,-0.06580926,-0.0373134,0.2657932,0.11993327,-0.5511552,-0.22215222,0.11868844,-0.12966114,0.03401743,-0.15144685,0.019734673,0.0002812147,0.35632408,-0.046962593,-0.535008,-0.14486235,0.10327732,-0.058235127,-0.41815466,0.048258044,0.2448241,0.366198,0.51686746,-0.15135638,0.32572162,-0.044732686,0.3409537,-0.2565187,-0.30422154,-0.068164766,-0.005443906,-0.26269302,-0.063700244,0.3882993,0.3192233,0.0686906,0.4127659,0.16158253,0.424556,0.2995809,-0.13072513,-0.27066222
119,9,5,0.23030238,0.013471489,0.32187378,0.052558985,0.24828865,0.07389024,-0.3774274,0.4647255,-0.06456063,-0.17731674,0.2880152,0.12722401,-0.07499584,-0.0035983205,-0.27563182,0.2567599,-0.011410039,0.19561757,-0.031261895,-0.46812078,0.028356656,0.062127504,-0.17224166,-0.05939434,0.33724532,0.0357144,-0.5871773,-0.048431236,0.017601784,-0.19995649,0.07505003,-0.092371054,-0.11048619,0.21116537,0.38231966,0.07821104,-0.48461467,-0.066780254,0.09861614,-0.038659304,-0.34248665,0.039181393,0.119811505,0.2865771,0.42298555,-0.14614917,0.4573002,0.024442185,0.06400726,-0.21901311,-0.32557747,-0.029302238,0.113600284,-0.13586321,0.018142128,0.4935595,0.2167307,0.016763764,0.40954643,0.020290868,0.13743997,0.3048608,-0.114654996,-0.22768779
120,9,5,-0.014355221,-0.032725677,0.23375946,-0.18877338,0.1358612,0.13934994,-0.2990725,0.5050004,-0.25265774,0.011401449,0.004576204,0.071623944,-0.15294491,0.00021401048,-0.35490036,0.060869873,0.09256776,0.312396,-0.011178116,-0.6467895,0.14788993,0.009297611,-0.179459,-0.026707372,0.23701465,0.14832705,-0.576731,-0.008778496,0.42436433,-0.13401957,0.034666084,-0.053703498,-0.12030128,0.20463732,0.19608445,0.055947315,-0.61802137,-0.09065246,0.23008311,0.042214606,-0.2766998,0.08346384,0.229403,0.042580824,0.4898489,-0.043171816,0.36272824,-0.04806552,0.2008255,-0.2806701,-0.33127692,-0.12899831,-0.03320201,-0.14411867,0.09080608,0.40952998,0.26313397,-0.05794007,0.4786397,0.10196907,0.15978356,0.4107141,0.010870051,-0.23257904
121,9,5,-0.027062528,-0.035294686,0.18657593,-0.040511113,0.28536305,0.06459087,-0.3618456,0.52653795,-0.17476791,-0.20003292,0.08458678,0.18946338,-0.12391105,0.11443134,-0.3244551,0.15213999,0.15900971,0.27224565,0.09278299,-0.5101883,0.09065467,0.09667511,0.012273377,-0.06932322,0.25202793,0.11543039,-0.49612483,-0.07389569,0.1973479,-0.14988334,0.04703693,-0.21578158,-0.071092084,0.050673645,0.2670913,-0.015013513,-0.6145041,-0.118104026,0.21619995,-0.24091695,-0.33106396,0.06496839,0.23515868,0.21736506,0.48092836,-0.00747327,0.32666534,-0.09719232,0.15775329,-0.1966118,-0.42549786,0.08002065,0.017127754,-0.05330485,-0.018755931,0.36073935,0.42296675,-0.008570316,0.4909258,0.12730502,0.35054117,0.26535106,-0.023362305,-0.37233007
122,9,5,-0.037924204,-0.11214789,0.5304688,-0.17096703,0.10652471,0.20745035,-0.30614215,0.4262868,-0.017991032,-0.09188673,-0.028757688,-0.040118296,-0.19225964,-0.044942446,-0.35239205,0.31219986,-0.07949366,0.23354033,-0.043074522,-0.5839397,0.24154343,0.0829007,-0.25046906,-0.14835413,0.27469286,0.2735518,-0.547546,0.099596374,-0.028901171,-0.2664994,0.10487876,-0.1644165,-0.07707884,0.22454475,0.31886703,0.07613298,-0.58541393,0.020448092,0.16989663,-0.11929234,-0.20302705,0.119430885,0.012475592,0.303739,0.4594809,-0.094724506,0.28716952,-0.047713872,0.2197472,-0.4627853,-0.31171402,0.0054977275,0.06361457,-0.011559374,-0.05578552,0.5154091,0.28758988,0.11567675,0.39582965,0.05459858,0.31965932,0.38929495,-0.20156848,-0.009522731
123,9,5,-0.017825663,0.14893365,0.37610278,0.10216357,0.24708134,0.21266308,-0.2563247,0.5344062,-0.02773534,-0.038272858,-0.0003464073,-0.07571405,-0.091734596,0.075860485,-0.2505786,0.15921214,0.11119815,0.29871163,-0.0505158,-0.5744563,0.20240434,-0.0033176793,-0.095561735,-0.005593793,0.3554566,0.2514693,-0.54631406,0.13085298,-0.051976252,-0.30502117,0.014871522,-0.24907391,-0.03447243,0.084433116,0.33731806,0.083679326,-0.50411934,0.05980304,0.104586184,-0.018961243,-0.43322602,0.25132462,0.064595565,0.15934812,0.46112338,-0.16475773,0.3110902,-0.14335623,0.11114192,-0.32109746,-0.1716932,0.11852157,-0.02703527,-0.1632148,0.06357383,0.44024765,0.38059607,-0.014901184,0.4797626,-0.019577773,0.21973635,0.2752583,-0.26277706,-0.16288131
124,9,5,-0.06247742,0.1585244,0.2675743,0.20598732,0.29289758,0.30977216,-0.27376905,0.49817488,-0.29218712,-0.21195377,0.076105595,0.018652651,-0.22836389,0.036111202,-0.3123182,0.06311085,0.0030510926,0.2955689,0.15544532,-0.5606912,0.2935309,-0.09969819,-0.02943056,0.08363652,0.46578008,-0.12047426,-0.41082335,-0.028318312,0.26783925,-0.25716746,0.06817747,-0.27158237,-0.04016372,0.10535844,0.43781623,0.11039894,-0.35134876,0.118365414,0.102444805,-0.083705366,-0.4119645,0.25058672,0.07177599,0.26991463,0.5122418,-0.07992584,0.29926813,-0.17479557,0.1273868,-0.43215835,-0.2036453,-0.13757814,0.10266632,-0.23765466,-0.06304436,0.37184414,0.35700303,-0.09736515,0.40071934,0.041015,0.33305883,0.18177284,-0.030260708,-0.21638797
125,9,6,0.094977304,0.11320919,0.38406646,0.06218194,0.12631992,0.20309368,-0.44051024,0.5200261,-0.15690431,-0.24146959,0.13659763,0.037230495,-0.06958808,-0.0327133,-0.06454597,0.12582254,0.18028663,0.07165543,-0.079358235,-0.522717,0.012979203,-0.030285243,-0.12749824,-0.0519928,0.14115295,-0.019303508,-0.45886743,-0.14634494,0.048197314,-0.18075833,0.22138633,-0.29919773,0.07373538,0.11611281,0.3365111,0.05356394,-0.40668532,0.051365957,-0.012697033,-0.076230146,-0.44510806,0.011300477,0.119362555,0.19421,0.1827108,-0.15506075,0.13778783,-0.12749237,0.10085723,-0.3449733,-0.31150386,0.022584457,-0.119345464,-0.005830937,-0.00473498,0.39830416,0.25287518,-0.056352835,0.3944286,-0.12832266,0.16319162,0.28611663,-0.0034073049,-0.14731504
126,9,6,0.18822226,0.08755627,0.33832148,0.11641271,0.11057889,0.044320684,-0.35365817,0.38554978,0.035070017,-0.15574689,0.24529713,0.0016198517,-0.07116509,-0.010184968,-0.16632044,0.2835063,0.008162004,0.14610212,-0.053737704,-0.46957958,0.13703188,0.087352045,-0.17740259,-0.014368368,0.2666775,0.010338869,-0.5864676,-0.19137871,0.090518,-0.15409517,0.19773638,-0.13794701,-0.1734463,0.3276316,0.36955452,-0.059909657,-0.49493983,0.0043978035,0.07291343,0.0018722095,-0.37474248,-0.033139903,-0.040388834,0.22742619,0.4141661,-0.22367556,0.461418,-0.06210736,0.09618927,-0.3228525,-0.38416457,-0.08609028,0.05958091,-0.017958371,0.013705755,0.47872412,0.23690373,0.047082696,0.42290413,-0.026221372,0.044762272,0.24693418,-0.035071418,-0.027391616
127,6,6,0.23654285,-0.12204721,0.6340972,0.23457898,0.33531645,0.32621086,-0.30314913,0.54196215,-0.10747769,-0.39155465,0.061164305,0.06260259,0.0046639103,-0.17437235,-0.20620501,0.16826268,0.060685243,0.3584491,-0.05391093,-0.64339316,0.37966013,0.10677839,-0.2829256,-0.384576,0.45441434,0.2042979,-0.7434765,-0.030431319,0.180485,-0.14001577,0.19667095,-0.26049677,-0.25519153,0.2930997,0.3493301,0.053367298,-0.5352518,-0.17478368,0.19764419,0.1407996,-0.26662213,0.047246948,0.19719464,0.3503321,0.43264312,-0.14507788,0.19304127,0.03184703,0.27372935,-0.69591737,-0.15558058,-0.17916152,0.16109852,-0.3378634,-0.17337815,0.6469902,0.30783507,0.11928835,0.5373593,-0.27585652,0.40005362,0.4036279,-0.23755375,0.14633858
128,9,6,0.16655566,-0.18202868,0.35557798,0.009214692,0.08381563,0.23319063,-0.42741022,0.56243885,-0.17531447,-0.2434881,0.29603767,-0.04111319,-0.08237523,-0.11425114,-0.21833803,0.18369685,0.086941086,0.07913721,0.114829384,-0.61880106,0.24403892,0.034848645,-0.10058929,-0.14396653,0.3749241,-0.18398675,-0.611407,-0.14883079,0.19431573,0.012399068,0.14669627,-0.10890764,-0.16975224,0.36494306,0.17455955,0.080383986,-0.5194376,0.16936709,-0.04732684,0.0590978,-0.24334542,-0.055615388,0.10132691,0.04086384,0.41265824,0.06900669,0.4242838,0.050769705,0.25962147,-0.506217,-0.28170022,-0.009660182,-0.21372914,-0.06797258,0.14571802,0.5293382,0.26540026,-0.023475125,0.5748285,-0.03155337,0.14788744,0.37007698,0.07530043,-0.23543209
129,9,6,0.10315425,0.10524533,0.3261739,0.25356483,0.13360012,0.031429436,-0.36823857,0.45477694,0.029938614,-0.3967102,0.23193301,-0.005601556,0.059541278,0.10315298,-0.05451586,0.19456026,0.023752557,0.17603093,-0.014085222,-0.5333542,0.32669744,0.062141847,-0.15835784,-0.12985395,0.42833772,-0.02541534,-0.5904261,-0.17598298,0.13144515,-0.040890023,0.2157597,-0.22988789,-0.1010363,0.3735068,0.34247813,0.0636366,-0.43542808,0.060842305,-0.010172207,-0.023905922,-0.3192668,-0.043752253,0.035606027,0.3033051,0.3437409,-0.13617986,0.27894497,-0.07446705,0.06713481,-0.31267905,-0.29633772,-0.16497652,0.03031769,0.011098838,-0.02092204,0.5133137,0.26026872,0.031882036,0.424565,-0.06717101,0.19795817,0.21788509,-0.03947824,-0.12754406
130,8,6,0.15036906,-0.1537588,0.5557433,0.08689846,0.12098331,0.2154367,-0.31317607,0.11248295,-0.2082571,-0.20902723,0.24715303,0.21727318,-0.14178279,-0.19330046,-0.21991861,-0.092205875,0.0852341,0.02961428,0.1705874,-0.5428487,0.051815957,0.15174258,-0.38152522,-0.041901864,0.02369678,0.07578866,-0.51165766,-0.25830314,-0.07370625,-0.02058823,-0.062759146,-0.087857015,0.06399196,-0.04660109,0.17741808,0.31926882,-0.3200952,0.034525212,-0.093265474,-0.19599748,-0.3625189,0.012263034,0.2774443,0.20452893,0.27313468,-0.27604982,0.39235243,0.09304048,0.19296323,-0.24273627,-0.25501645,0.12238777,0.1808897,-0.28438452,0.17414187,0.4936909,0.118196234,-0.21064866,0.7385039,-0.037832912,-0.020071352,0.16219977,-0.15442124,0.01217244
131,9,6,0.01600331,0.16294827,0.40452144,0.2467042,0.18384357,0.2887159,-0.33389175,0.5024626,-0.09570945,-0.18700491,0.18552269,0.06566489,-0.15250379,0.14929941,-0.1481651,0.19058803,0.13397475,0.21583942,-0.01218414,-0.52626324,0.04859969,0.13189399,-0.11868753,-0.028498601,0.26283658,-0.023580568,-0.47609848,-0.0220755,0.16997308,-0.33786553,0.17453378,-0.41263604,0.038266826,0.22766683,0.4128096,0.042524062,-0.41397446,0.056724835,0.054641105,-0.052437175,-0.4081965,0.13352445,0.109347604,0.23071268,0.3710788,-0.22933722,0.19852777,-0.13623409,0.07360513,-0.32129785,-0.2284709,0.010714591,-0.08116384,-0.063563086,0.03835755,0.42653748,0.33736506,-0.018722305,0.4852581,-0.21568137,0.2551134,0.23747577,-0.050023023,-0.078444615
132,9,6,0.13352785,0.14480354,0.44217917,-0.034735676,0.13933505,0.31924087,-0.38275495,0.37807038,-0.12530531,-0.027035892,0.23001905,0.14416216,-0.13723242,0.08962513,-0.18728487,0.2777667,0.099741526,-0.020561459,-0.09087449,-0.54712045,0.11736187,0.015101226,-0.033502094,-0.04295907,0.3137578,0.057352714,-0.43071523,-0.06346168,0.056729075,-0.42126456,0.21959053,-0.38758856,0.063221134,0.1885541,0.30881098,0.17642221,-0.42191026,0.115951575,0.032055695,-0.28144625,-0.33873153,0.001585933,0.051927064,0.3163856,0.29073086,-0.31571886,0.34602815,-0.07475517,0.12507647,-0.2011219,-0.30279836,0.08129989,-0.21860972,-0.08934963,0.24852452,0.45500216,0.35336733,-0.111666605,0.46965733,-0.118248746,0.09090639,0.25801703,-0.11361336,-0.09162706
133,9,6,0.08810579,0.23938698,0.37657875,0.09337487,0.19544257,0.17049395,-0.3384099,0.45847407,-0.06095421,-0.17192747,0.05341828,-0.09517534,-0.11488984,0.045172825,0.018079322,0.17197722,0.036476783,0.26863256,0.041305766,-0.5610289,0.1956025,-0.13024047,-0.05715561,0.061810307,0.31362897,0.051049232,-0.4114621,-0.05878542,-0.012194707,-0.126526,0.08838046,-0.28897426,0.07314957,0.34931633,0.24075449,0.08624179,-0.36638385,-0.12213771,-0.010745741,-0.054673836,-0.37341136,0.03559447,-0.120019205,0.2217115,0.29429227,-0.07526309,0.301635,-0.14102818,0.009808434,-0.48162398,-0.2645801,0.048197895,0.03168827,-0.26353362,0.10723071,0.38864872,0.20704207,-0.17653152,0.39771137,0.08188124,0.20392148,0.12118572,0.016489664,-0.28943303
134,9,7,0.13672204,-0.23011367,0.30392906,0.18198681,-0.013955918,0.26242542,-0.24929728,0.39488024,-0.09775393,-0.24154668,0.44913322,0.10271978,-0.083226524,-0.09330658,-0.34355667,0.30678946,0.111287884,0.056778654,0.071660556,-0.684786,0.2222145,0.019041408,-0.26572183,-0.106136106,0.34878045,-0.042764407,-0.59732956,0.05359317,0.08453463,-0.24275845,0.086389564,-0.044881333,-0.30036888,0.12171303,0.2213695,0.16855894,-0.65384066,0.074412845,0.21718866,-0.10393789,-0.20402221,-0.061337687,-0.05560798,0.1447507,0.48348883,-0.15215956,0.49347308,0.009278582,0.019817738,-0.30573362,-0.52671444,0.023052977,0.036656484,-0.018081661,0.12671846,0.49522394,0.26739508,-0.0127611235,0.55930746,-0.20285417,0.077538654,0.15390107,-0.11343475,-0.18324384
135,9,7,0.122149944,0.09321631,0.4218324,0.05747092,0.22417879,0.15497616,-0.39866465,0.5064696,-0.14885545,-0.27565178,0.2151487,0.042233348,0.03075403,-0.07546184,-0.17449404,0.20038985,-0.017560182,0.22398655,-0.06887437,-0.60129285,0.16506,0.067149565,-0.13904433,-0.1495511,0.25516045,-0.09809256,-0.5983119,-0.18602768,0.13297567,-0.034812726,0.14822076,-0.311312,-0.026558597,0.28849813,0.2243327,0.0068398374,-0.4503105,0.048729096,-0.041527458,-0.062182292,-0.3437586,0.10249324,0.17513154,0.2742681,0.4455597,-0.124736875,0.31209448,-0.047346238,0.07710092,-0.3999438,-0.3105426,0.03176728,-0.11488845,-0.10912801,0.06955876,0.4374427,0.2724741,-0.047349285,0.45685092,0.0039055,0.22716807,0.33739102,-0.060737565,-0.098831385
136,9,7,0.021919634,0.054235518,0.55548847,-0.14139289,0.24871509,0.17245972,-0.44412786,0.42152378,-0.020857723,-0.057134923,0.14640895,0.039745484,-0.09056044,0.09878114,-0.19410111,0.16869253,0.0074962163,0.23813923,-0.0910951,-0.4971035,-0.08419556,0.20258889,-0.18019329,-0.060043488,0.1529461,0.17584924,-0.5464846,-0.23975211,0.1207377,-0.104444794,0.07537703,-0.25178066,0.09225787,0.09689255,0.27158648,0.088779636,-0.52935535,-0.038569063,0.09133732,-0.033743486,-0.35729486,0.028014988,0.17162839,0.3119893,0.3864286,-0.18734637,0.25660554,0.009039253,0.19197278,-0.33896685,-0.39370662,0.034031246,-0.057028815,-0.17849496,0.13463084,0.3653293,0.28599367,0.08336754,0.47572553,-0.014423905,0.20380293,0.44349524,-0.13306104,-0.10202759
137,9,7,0.081732824,-0.32653022,0.5756361,0.15278244,0.1145527,0.2802734,-0.29431754,0.16549735,-0.012835677,-0.18914725,0.20498763,0.1561192,-0.18888648,-0.1864624,-0.23142192,0.08787567,0.13752814,0.044723816,0.16029541,-0.58148515,0.13694918,0.0638661,-0.40329963,-0.042091854,0.11371399,0.12923524,-0.54051673,-0.16635379,-0.08598223,-0.030548675,-0.02113756,-0.12215247,-0.18504168,0.055246502,0.2652246,0.3279559,-0.46618867,-0.09183376,-0.08999108,-0.187201,-0.2799383,0.12045943,0.18885924,0.26725695,0.40236673,-0.22853613,0.4860532,0.15403289,0.30012938,-0.28675863,-0.30818114,0.03248854,0.18265375,-0.25910404,0.16127607,0.57870674,0.17446,-0.19085412,0.69337136,0.04169351,-0.0062598065,0.12708393,-0.14479734,0.016177777
138,9,7,0.0920006,0.04330234,0.3794029,0.06447734,0.23313603,0.10190816,-0.32826945,0.32676432,-0.0053194417,-0.22075717,0.20007747,0.08274957,-0.057135202,0.033199668,-0.20275542,0.17625482,-0.01439679,0.20795275,0.02196297,-0.50712276,0.1388496,-0.03558882,-0.21384712,-0.028448697,0.33437946,0.0063338326,-0.5781564,-0.25126356,0.14985505,-0.044310495,0.12874296,-0.20785719,-0.025554108,0.31069893,0.2857757,0.07734414,-0.38620487,0.03845566,0.014548989,-0.024186661,-0.4010475,-0.005082934,0.063335344,0.307459,0.42403534,-0.17535003,0.35785884,-0.0904619,0.1459944,-0.308434,-0.3035145,-0.087415,0.058917534,-0.13256714,0.108974524,0.51302516,0.24995206,-0.17389975,0.3961342,-0.00014418364,0.035902232,0.33891243,-0.104005456,-0.1843375
139,9,8,-0.007906078,0.026593419,0.44974577,0.115596585,0.24739996,0.30830735,-0.30910072,0.43455145,-0.19588313,-0.23300587,-0.0058956505,0.015164152,0.014808571,0.09902175,-0.18078762,0.305725,0.11316525,0.42956483,0.057663046,-0.6566657,0.15010168,-0.04375878,-0.15600108,-0.12210445,0.17840299,0.037872117,-0.4723363,0.028501151,0.2936121,-0.34946913,-0.1018962,-0.35702613,0.017037937,0.18570583,0.3579237,0.2269373,-0.40668693,0.020811392,0.19900402,-0.11503875,-0.46382383,0.23919226,-0.088460565,0.27353334,0.51279366,-0.2251579,0.35241872,-0.09659051,0.11587393,-0.4533485,-0.2713136,-0.036586635,0.0035976444,-0.29250336,0.041120894,0.3656052,0.38072333,-0.112858474,0.55150187,-0.047398042,0.34828857,0.08170505,0.024621211,-0.15731917
140,9,8,0.3668618,0.03439199,0.464528,0.059240453,0.2098459,0.20963405,-0.39927045,0.5678335,-0.2444668,-0.2288837,0.22588155,-0.12471642,-0.21690038,-0.20144938,-0.27610117,0.3314113,0.29018512,0.1302908,-0.014935895,-0.658362,0.1457955,-0.12254121,-0.18184799,-0.002222713,0.2989997,-0.060574103,-0.69968677,0.033199772,0.21423382,-0.38591,0.02916445,-0.14812593,-0.11140893,0.16928054,0.3088198,0.06963552,-0.45247456,-0.012449247,0.39744565,0.13979654,-0.48957312,-0.06951703,0.16864468,0.19189507,0.39252064,-0.11134447,0.39097193,-0.058040127,-0.10877327,-0.6093173,-0.22361526,0.18665363,-0.110465504,-0.13038944,0.077963695,0.5243309,0.1527285,0.011472675,0.46087024,-0.2563572,0.072372556,0.41811398,-0.13169876,0.019894842
141,6,8,0.24092834,0.09919343,0.77332824,0.1877698,0.06494874,0.62135124,-0.41096452,0.37186888,-0.32885295,-0.39095682,0.035699926,-0.15446942,-0.35887763,-0.010958646,-0.36896408,0.38220215,-0.009970573,0.25902972,0.10807051,-0.70258844,0.38032082,0.21793243,-0.44883302,-0.2535713,0.27520058,0.1848552,-0.7617017,0.42786565,-0.022256082,-0.637954,0.057651863,-0.30763742,-0.29562926,0.305877,0.46015728,0.31158635,-0.56069016,0.1190221,0.15891983,-0.11400554,-0.32920325,0.20808245,-0.09558951,0.04597289,0.28960356,0.04875692,0.2521833,0.25821143,0.2260239,-0.68381244,-0.052308206,0.19115166,0.02933051,-0.28157246,-0.00026454404,0.6417347,0.42744723,-0.2583903,0.6730443,-0.06052383,0.24246687,0.4919241,-0.32521045,0.31481817
142,9,8,0.30115736,-0.21087056,0.6131905,-0.03950519,0.14210577,0.2710461,-0.44107318,0.04563754,-0.16969363,-0.19351827,0.5377347,0.30395392,-0.2711443,-0.039533757,-0.35806417,0.4208737,0.37479645,0.20957361,-0.03140607,-0.44041142,-0.121680655,0.36618105,-0.3034483,0.049263377,-0.0085817035,-0.19081299,-0.61497134,-0.12554793,-0.028530765,-0.39553237,0.24838577,-0.36867324,-0.081793055,-0.0011280025,0.25665304,0.10145887,-0.4570228,-0.03880164,0.26792747,-0.36332527,-0.43478706,-0.21902986,0.17538856,0.22369155,0.48773783,-0.1207662,0.5479939,0.1873848,0.34861887,-0.26222804,-0.51457286,0.20950788,-0.1926207,-0.3500762,0.24079207,0.3683774,0.30909786,-0.29548043,0.64311606,-0.047266092,0.22793373,0.36167824,-0.043282975,0.28227675
143,9,8,0.12493976,0.031746414,0.4444653,0.041557845,0.09101709,0.22977448,-0.48119754,0.40877104,-0.12631059,-0.24196784,0.19919959,0.006477146,-0.05256689,-0.011307968,-0.17243831,0.14025958,0.08788843,0.16138391,-0.09443354,-0.5503663,0.04367492,0.15285982,-0.24030767,-0.11209303,0.1999188,-0.11242284,-0.58521014,-0.08720493,-0.0044810865,-0.2259013,0.07371617,-0.36847734,0.06786843,0.22387852,0.3814635,0.040666394,-0.41047356,0.16589792,0.041065928,-0.04792143,-0.36278197,-0.03764594,0.06196409,0.21375929,0.44060478,-0.1458998,0.35094556,-0.13538325,0.01821585,-0.43356794,-0.27453122,0.048165277,-0.090348676,-0.16750094,0.16812032,0.4063855,0.30651096,-0.046548612,0.41970968,-0.101063095,0.13396189,0.27572104,-0.032954402,0.14872874
