,cluster,article,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
26,26,1,0.44290933,0.11539121,-0.32228297,0.2968452,-0.44350615,0.29566476,-0.14246805,-0.8083331,-0.15601362,-0.4481714,0.07020534,-0.32111803,-0.3357542,-0.24759884,0.30775306,-0.028742325,-0.11528781,-0.05110084,0.08146407,-0.112759136,-0.24233645,0.35138658,0.11575863,0.38906777,0.041048754,0.09850537,-0.31023133,-0.013062643,0.099640064,-0.60200536,0.101461105,-0.2779734
27,39,1,0.114513986,-0.13596264,-0.12157445,-0.12293406,-0.28822172,0.26126269,-0.006783702,-0.7006989,-0.26960057,-0.1411635,-0.17851578,-0.123700574,-0.09354379,-0.292423,0.16434191,0.25902566,-0.38359213,-0.057457082,0.18197817,0.16550592,-0.1591605,-0.008911754,-0.053407304,0.16793786,0.018355483,-0.10851272,-0.05367576,0.006980485,0.093284965,-0.24537715,0.14749978,-0.27905402
28,45,1,0.28425688,0.11077556,-0.28748825,0.033225827,-0.257259,0.29014593,-0.05309787,-0.81956667,-0.17649657,-0.014141351,-0.0888051,-0.41632915,-0.18678038,-0.2277672,0.1614363,0.07856411,-0.43821663,0.023375224,0.069531344,-0.16271034,-0.045714844,0.1554203,0.0049076765,0.3251847,0.056863733,0.07993405,0.03656381,0.07256503,0.39852563,-0.46668226,-0.19375631,-0.4574681
29,26,1,0.5541782,0.17464045,-0.42443222,0.30366483,-0.30300966,0.53861344,-0.014927798,-0.842323,0.0049370173,-0.3746684,-0.03100128,-0.39886925,-0.30006814,-0.28965703,0.1334989,0.0076765697,-0.44071943,-0.079930596,0.08086437,-0.29069155,-0.14435133,-0.007851887,-0.23182619,0.540975,0.14806329,-0.038316313,-0.16535659,0.06296425,0.40818956,-0.6589919,-0.2769046,-0.6185496
30,45,1,-0.08385026,0.14356884,-0.39237738,0.3610074,-0.2036291,0.5066363,0.0345095,-0.87090915,-0.3785076,-0.13558047,-0.14690053,-0.0016340748,-0.12496829,-0.34548056,-0.07436174,0.17900936,0.06831318,-0.3053349,0.39602193,0.026865698,-0.14207198,-0.10249642,0.16028558,0.37386492,-0.23232344,-0.12956475,-0.09340536,-0.0774204,0.28175163,-0.1924156,-0.3448276,-0.46595916
31,26,1,0.036098953,0.21685237,-0.5527533,0.062359225,-0.36914852,0.28488365,0.1639626,-0.7654104,-0.33007792,-0.37144879,-0.06823546,-0.24904509,-0.18114905,-0.09251995,0.15213712,0.09929244,-0.38044965,-0.072381414,0.05947829,0.008696367,-0.09216615,0.030175328,0.024810553,0.32513735,0.12292436,-0.053071566,-0.43725973,-0.15559395,0.1062723,-0.58088845,0.0953382,-0.5105925
32,2,1,0.23398344,-0.087241,-0.21338834,0.06545187,-0.29326123,0.33482447,0.0057212096,-0.70854837,-0.19627692,-0.13287777,-0.11541413,-0.14167686,-0.15970008,-0.2665551,0.12054522,0.14754565,-0.34414166,-0.15468505,0.0105264215,0.0863558,-0.3021622,0.27890825,-0.18813173,0.20607895,-0.09192433,0.030279746,-0.16152808,0.062441368,0.014621893,-0.49648932,0.059686862,-0.2088574
33,18,1,0.16906129,-0.12373208,-0.2840731,0.040475473,-0.37506086,0.44741285,-0.041580345,-0.7826794,-0.2521734,-0.15677127,-0.009699951,-0.018953586,-0.26208657,-0.29973644,0.06914858,0.09554858,-0.4116428,-0.018599793,0.04800017,0.1881606,-0.17054482,0.1129487,-0.039978225,0.1822161,-0.3338155,0.030856192,0.059405304,-0.1686592,0.10580734,-0.5199788,0.035701726,-0.046881765
34,42,1,0.19000359,-0.13903192,-0.15247037,-0.21205617,-0.33046648,0.5950559,0.50048697,-0.8102912,-0.058486007,-0.4404529,-0.069007605,0.28065604,-0.60099494,-0.0860647,0.16992356,0.08302699,-0.009701216,-0.22201824,0.08488889,0.0809699,-0.3882177,-0.03434856,-0.29817593,0.5872494,-0.3727253,-0.4390537,0.1114477,0.20714034,-0.14825785,-0.69404954,0.053617243,-0.27582997
35,21,1,0.24576227,-0.1494323,-0.11157967,0.18090232,-0.0065474915,0.40693218,0.16336942,-0.873857,-0.37016532,-0.27577305,-0.16131416,-0.044645682,-0.4405205,0.06512687,-0.0005919709,0.30568925,-0.32777745,0.04181004,0.21442322,0.044954356,0.029821822,-0.029111905,-0.21451835,0.40944967,0.09118448,-0.0925192,0.020723352,-0.013616558,0.091892935,-0.34132826,0.15465845,-0.4516182
36,0,1,0.03871885,-0.17664386,-0.07240053,0.17651537,-0.2160973,0.3098169,0.03608079,-0.9109783,-0.37104455,-0.016819183,-0.064583234,0.10039779,-0.400377,0.101389065,0.19062251,0.23339733,-0.31244648,-0.16225095,0.28357318,-0.025630917,-0.067474216,0.11836401,-0.004173627,0.15226,0.036324307,-0.26027948,0.17689502,0.036087688,0.26005626,-0.27222952,-0.12488992,-0.27852684
37,21,1,0.23692875,0.004501417,0.0006289705,0.19615534,-0.070305705,0.33973947,-0.103066966,-0.8709098,-0.31371677,0.0021670836,-0.072586924,-0.110595904,-0.20282975,-0.1927884,-0.0035904194,0.5616532,-0.30655164,0.049264282,0.15286295,0.0058967946,0.10923343,-0.106397346,-0.0023040879,0.2629302,0.033664852,-0.038830645,-0.032014526,0.021315051,0.34815192,0.010191397,0.123746365,-0.4389878
38,45,1,0.20445454,-0.050150212,-0.38251314,-0.003298472,-0.39443168,0.2710751,-0.0919686,-0.81105685,-0.42896214,-0.07468132,-0.1743766,-0.30706185,-0.2108239,-0.2132982,0.013264892,0.2971832,-0.36567417,0.13617292,-0.011075528,-0.024684252,0.06803288,-0.07015323,0.010590828,0.2982506,-0.061005086,-0.23705806,-0.13460515,-0.07369269,0.19234832,-0.39682955,0.05206656,-0.38538623
39,47,1,0.5069262,-0.09987695,-0.35551825,-0.20459878,-0.41721255,0.540679,0.195787,-0.87209195,-0.26832217,-0.07688764,-0.16413474,-0.20907713,-0.419078,0.1641607,0.15729916,0.025403874,-0.37495255,-0.03610151,0.10046926,0.16247256,-0.40422213,0.2918541,-0.12138602,0.2417108,-0.31500044,-0.02509476,-0.008841925,0.20804061,-0.0990209,-0.47283652,-0.09095696,0.1698285
40,3,1,0.2362702,-0.09406301,-0.24756981,-0.015343661,-0.18675445,0.16020982,0.03779095,-0.78178596,-0.2750504,-0.21619123,-0.049834713,-0.21746294,-0.22645614,-0.16092093,0.12560885,0.029980225,-0.28519028,-0.16979422,0.0060277483,0.2658905,-0.17297648,0.13741948,0.04107095,0.06957686,-0.12525207,-0.032649703,-0.041658655,-0.100070454,-0.0844879,-0.3971866,0.14520076,-0.114635125
41,47,1,0.14007638,0.076042525,-0.34640968,0.027653981,-0.27991042,0.375463,0.07312318,-0.84360695,-0.16255921,-0.19704482,0.0013175021,-0.11548384,-0.3131965,0.19880198,0.10132278,0.27831465,-0.33914894,0.049204964,0.04518265,0.033409636,-0.29374644,0.08140888,-0.030176213,0.27600908,-0.13561319,0.15527618,-0.10870069,-0.014392202,-0.06982867,-0.47355825,0.17875151,-0.19376901
42,6,1,0.23448336,-0.05567765,-0.22818239,0.14983104,-0.29722115,0.19020148,0.09280562,-0.919534,-0.061182037,-0.20706221,0.10750069,-0.23684473,-0.29453614,0.46690682,0.009702505,0.07399057,-0.041935496,0.15507303,-0.076230675,-0.3440416,-0.28558528,0.19205505,0.015470847,0.42988098,-0.20431474,-0.102844626,0.21418713,0.07514795,0.04138092,-0.1780788,0.14662887,-0.22075205
43,32,1,0.3235168,-0.061456606,-0.22758196,0.019753695,-0.032172028,0.37931603,0.01785922,-0.80095816,-0.26913118,-0.1363441,0.017983763,-0.2708511,-0.1761573,-0.26030374,-0.01617663,0.19608527,-0.3196798,-0.15776956,0.11577837,-0.031064466,-0.22787215,0.310809,0.19887006,0.22798246,-0.30809733,-0.0063777817,-0.09148514,0.0848869,0.16315822,-0.41828507,-0.08983545,-0.16216728
44,18,1,0.2987731,-0.00046341118,-0.37762377,0.038819537,-0.2741223,0.4439666,0.16323948,-0.7392153,-0.2856151,-0.25080052,-0.1045086,-0.118804075,-0.32753593,0.11629904,-0.0050912807,0.17129199,-0.3491988,-0.1479867,-0.06916156,0.22995816,-0.19783387,0.17211387,-0.10960742,0.2065549,-0.2079783,0.033260092,-0.14420138,-0.18979089,-0.10101276,-0.46971917,-0.027888434,-0.16207744
45,29,1,0.22549905,-0.021783724,-0.29376957,0.14603338,-0.24343406,0.18859446,0.10778899,-0.84274834,-0.032271873,-0.065826565,0.013421877,-0.14825109,-0.13313897,0.19234194,-0.16844158,0.00512214,-0.32514915,0.022471866,-0.008436893,0.09778109,-0.16808438,0.20025182,0.24603103,0.30173385,-0.024058705,-0.2679437,-0.01447455,-0.086462624,0.11710445,-0.2192295,-0.015310059,-0.13613604
46,5,1,0.3635283,-0.3266177,-0.10372234,-0.13866107,-0.12432702,0.3313412,0.02236285,-0.7701976,0.027094504,-0.15507711,-0.29301652,-0.14322858,-0.0939673,-0.22039221,0.04999812,-0.11315521,-0.42390835,-0.20999335,0.06914208,0.32555985,-0.25882536,0.4202548,-0.087054335,0.13253412,-0.3728144,-0.13394688,0.00021538138,-0.17443036,-0.030790964,-0.21135958,0.111943185,0.11526398
47,1,1,0.23279953,0.13645172,0.03850793,0.018764483,-0.21223392,0.19340684,-0.06299116,-0.7488824,0.05359759,-0.27364925,-0.014910803,-0.18036313,-0.35110396,-0.12892385,0.2573538,-0.031606253,-0.22182459,-0.057742536,0.2718795,-0.013569584,-0.3408948,0.14685002,0.111551836,0.3504251,-0.06204285,-0.2497711,0.014848661,0.13997,0.36157674,-0.51764774,0.037135612,-0.19247392
48,5,1,0.058374587,-0.25399652,-0.16216162,-0.20319067,-0.2858376,0.25567603,-0.03146055,-0.8097237,-0.21454205,-0.073896736,-0.1704648,0.14629696,-0.29066724,-0.07303508,-0.038185794,0.10018087,-0.34657207,-0.0806704,0.2290857,0.12977779,-0.2982495,0.28993914,-0.092042595,0.17819494,-0.3011321,-0.21583526,0.20495605,0.008204484,0.15705542,-0.43581784,0.012859992,-0.049310517
49,3,1,0.20523793,-0.116396524,-0.3092189,-0.048124306,-0.21917875,0.23130172,-0.038311798,-0.76123995,-0.1590602,-0.21300584,-0.117462836,-0.28595644,-0.037801277,-0.2633044,-0.042945046,0.107628286,-0.41863587,0.01050301,0.08934405,0.044294883,-0.131536,0.23250754,0.13360047,0.107694045,-0.24857555,-0.14879592,-0.15733601,0.005887336,-0.02957373,-0.409638,0.21426389,-0.22468016
50,3,1,0.1856385,-0.092941776,-0.2306881,-0.20485036,-0.19180594,0.3134785,0.070661455,-0.7466196,-0.09912906,-0.18289056,-0.07959668,-0.10128624,-0.20450139,-0.1726919,0.04331382,0.15758547,-0.27827576,-0.023787634,0.18286839,0.24740404,-0.22859177,0.010426307,0.015002648,0.114582136,-0.25958437,-0.16308713,-0.056511473,0.048257094,-0.074353404,-0.43130136,0.026033347,-0.09810793
51,26,1,0.23463322,-0.12187759,-0.23458052,0.097980574,-0.36555323,0.28504872,-0.22717123,-0.8320159,-0.20363976,-0.26743242,-0.175656,0.2647056,-0.123936296,0.15356413,0.21824667,0.20583789,-0.36536434,-0.09618145,0.18061782,0.10391407,-0.40917754,0.12252923,-0.036695387,0.31050804,-0.13793212,-0.118627094,-0.25904307,0.12485696,0.2338007,-0.5865975,-0.0021649415,-0.2608963
52,49,2,0.03225758,-0.08976033,-0.5092085,0.03849534,-0.26711735,0.39341056,-0.35952917,-0.7732095,-0.13476767,-0.265856,0.1251246,-0.2570824,-0.18546031,-0.41386738,0.039058074,-0.12346981,0.031635057,0.09803091,-0.23724237,-0.26512444,-0.25805762,0.38218218,0.065138094,0.22041763,0.20035411,0.09627223,-0.431421,0.12545387,0.22436124,-0.58434194,0.29893607,-0.5138039
53,47,2,0.35678536,0.0053447573,-0.23781618,-0.12976791,-0.17768665,0.6116187,0.027477082,-0.85307485,-0.10100291,0.020288406,-0.013950471,-0.15131566,-0.42658874,-0.02332879,0.063230366,0.27466294,-0.25363657,-0.08841748,0.09025388,0.16906464,-0.17623003,0.11833925,-0.0665595,0.2435572,-0.14062275,0.25907877,0.06570902,-0.0030876151,0.066193216,-0.4622153,0.1065855,-0.07437483
54,31,2,0.3728563,-0.36975396,0.13269423,-0.12097597,0.1519422,0.15444617,0.5092552,-0.8119953,0.2955928,-0.27076384,-0.009223252,-0.25814694,-0.3278205,0.2770927,0.4918966,0.038198635,-0.262399,-0.08220213,0.29533902,0.2536814,-0.32069445,-0.017430417,-0.15327376,0.094322644,-0.47682032,-0.09177345,0.20062582,0.3999468,0.29501554,-0.3376869,0.2390119,-0.32856572
55,1,2,0.19458114,-0.20243719,-0.2920825,-0.024926715,-0.038182814,0.07870997,-0.042564943,-0.7826347,-0.13592009,-0.2404604,-0.2005912,-0.111534484,-0.31147107,-0.14077763,0.18362293,-0.01660155,-0.29059207,0.2223476,0.18780452,0.28060964,-0.35868084,0.029339727,-0.009117168,0.38873926,0.10359926,-0.15159464,-0.16445057,0.14814572,0.03274021,-0.2770188,0.14215711,-0.3812566
56,48,2,0.2880339,-0.16548143,-0.20980367,-0.10635193,-0.14737622,0.32073563,0.26774544,-0.80682063,-0.17091802,-0.211805,0.151822,-0.18774532,-0.26630574,0.038466383,-0.003069272,0.10673278,-0.26050088,0.069255576,0.20841834,0.10920534,-0.041090883,0.1264747,-0.17341474,0.38327435,-0.21218143,-0.022844823,0.03652717,0.07800366,0.030407041,-0.4352457,0.07397136,-0.1141462
57,3,2,0.15227634,-0.24018714,-0.3766481,0.067794405,-0.26865134,0.21397586,-0.06824153,-0.7809432,-0.24469173,-0.17582314,0.019893901,-0.13024627,-0.08537732,-0.07593273,0.12355592,0.078431524,-0.2783003,0.032690518,0.08802328,0.29359615,-0.11280731,0.17493485,0.089200705,0.24137667,-0.094433226,-0.03851122,-0.17236942,-0.013878512,0.06808648,-0.33738813,0.1362463,-0.16380988
58,12,2,0.12254711,-0.037187874,-0.44152093,0.029751476,-0.42793685,0.4614033,-0.013898606,-0.81741816,-0.44248182,-0.2630112,0.24847315,-0.14810106,-0.31053352,-0.17679787,0.22830601,-0.051216826,-0.32891256,0.0030127598,0.05070985,0.0943798,-0.036665637,0.047741644,-0.0067734728,0.07231384,0.009820935,-0.2047809,-0.22438253,-0.1041393,-0.17773023,-0.6230439,-0.08315268,-0.3013917
59,48,2,0.254291,-0.11274393,-0.11284732,-0.18842977,-0.21171618,0.38181585,0.2826589,-0.7703268,-0.2401098,-0.38876256,0.14186186,-0.32062888,-0.30664456,-0.10678197,0.09426509,0.14747462,-0.16924116,0.00872712,-0.100152805,0.09193777,-0.16892125,0.16144854,-0.1908641,0.42329764,-0.06861624,0.049272355,0.099319406,0.03139821,0.0858011,-0.5089965,0.12621875,-0.100064464
60,16,2,-0.005454516,-0.15800643,-0.19438441,0.00016035327,0.046348535,0.14681423,0.21106055,-0.86153257,-0.07580903,-0.117215395,0.08301573,0.10829268,-0.027837921,-0.23566796,-0.003966668,-0.32677302,-0.088370174,-0.17875896,0.12502491,0.17754024,-0.21402581,0.023126155,0.09804109,0.18279046,-0.3230533,-0.13234341,-0.28330824,0.06676651,-0.13401623,0.008580329,0.005534652,-0.08050082
61,37,2,0.20408322,0.07694846,-0.30375722,-0.15055658,-0.19914304,0.5789844,0.04279204,-0.8843694,-0.36655125,-0.14829338,-0.10240659,0.04665954,-0.1588577,-0.15173121,-0.14529003,0.108278744,0.0032018127,0.031269874,0.06613668,0.16481817,-0.11793418,0.29234254,0.0363163,0.34556675,-0.15869367,0.016517038,-0.19191825,0.23997495,-0.16800173,-0.25318733,-0.08185841,-0.28446823
62,1,2,0.25266555,-0.07522315,-0.2999913,0.03919948,-0.358913,0.30085206,-0.07808201,-0.7884025,-0.25290155,-0.16249596,-0.032445636,-0.10056508,-0.34412476,-0.05860594,0.043340012,-0.088987626,-0.15165915,0.004251015,0.079026654,0.07699422,-0.2582281,-0.033307943,0.028479643,0.39011475,-0.11981707,0.011286817,-0.19183162,0.08769655,0.0221287,-0.4021758,0.21319641,-0.26380447
