,cluster,article,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
251,13,18,0.21153279,0.055020392,0.2736785,0.27844933,-0.05031377,0.22033331,-0.17226239,-0.06487526,0.25716573,-0.21056916,-0.28246713,-0.011623954,-0.1534896,0.4045246,-0.036569413,-0.26238462,0.12840553,0.17492153,0.0777279,0.3933151,-0.17005368,-0.1722804,0.1888572,0.44433853,0.090035304,-0.059143424,0.34181547,-0.3363589,0.11230145,0.36978456,-0.20840475,-0.07898034,-0.084290564,0.12082479,0.013840939,-0.17143083,-0.33917683,-0.1404845,0.09148042,0.13863438,-0.26194242,0.1106147,0.005010399,0.33864725,0.06348212,0.31123695,0.14535478,0.021601215,0.15083288,0.02961455,-0.2423901,0.04970455,0.4684623,0.461558,0.16631529,-0.2979286,-0.040069006,-0.3793797,-0.17086178,-0.06303928,-0.31801307,0.08138916,0.02762409,0.031230684,-0.15213716,-0.13911861,-0.14828213,-0.15494737,-0.031141914,0.113022976,-0.3185893,-0.0063654366,-0.036739577,0.090043075,0.0535191,0.28652766,-0.008535973,0.15832642,-0.24045868,0.2801473,0.01352828,-0.19512899,-0.20535398,-0.1546863,-0.22811382,-0.13697171,0.019330313,-0.23443206,-0.22958761,0.29761538,0.2706955,-0.37590972,0.27362114,-0.11148307,0.0696326,0.14153777,0.23337896,-0.19160753,0.15655515,0.020222537,0.15978032,-0.2714226,0.07354656,-0.29551485,0.23607507,-0.15005313,-0.15122975,-0.1070978,-0.026157258,-0.03390077,-0.04229167,0.1576187,-0.40812376,-0.10697178,-0.054321177,-0.18912444,-0.4786612,0.24481964,0.41465843,-0.021514032,-0.26978517,0.6073076,0.18573388,0.37379348,0.0637225,-0.15669127,-0.42569634,0.13697946
252,14,18,-0.044487804,0.23529163,0.3147269,0.40102792,0.078477316,0.0779649,-0.21388003,-0.041149344,0.2261045,-0.014567842,0.10048492,-0.013342692,-0.065745324,0.0374582,0.00070114795,-0.050358802,-0.23927072,0.30979687,0.17095959,0.46344188,-0.12056359,-0.255126,0.1886881,0.032942303,0.0010100823,-0.10337193,0.27505836,-0.09726044,0.18883161,0.29655576,-0.22609141,-0.17395814,-0.06670543,0.0035489574,0.14508858,-0.11117903,-0.27054366,-0.24003425,-0.28265116,0.22461744,-0.33791286,0.15892933,0.029564643,0.3879042,0.052274495,-0.0764741,-0.0122463135,-0.12130043,-0.124078624,0.1451315,-0.3293677,0.114810266,0.63246244,0.25418693,0.18556221,-0.19937238,-0.017749777,-0.27123395,0.03452134,-0.024614144,-0.28301048,0.17042987,-0.18863893,-0.03617034,0.14061454,0.25281683,0.29899633,-0.27323133,-0.19746888,0.14391111,-0.3856325,0.07961774,-0.19398934,-0.05946697,0.07516878,0.17656164,-0.14758602,0.070043296,-0.16029482,0.046579406,0.09349547,-0.13996582,-0.20413178,0.07964887,-0.26297972,0.019389715,-0.09062708,-0.28653604,-0.41687128,0.32448465,-0.030117104,-0.21449912,0.3264022,-0.03589474,0.4109007,0.053368658,0.15030676,-0.23896597,-0.20450468,-0.0010127571,0.002087767,-0.4027123,-0.12410746,-0.31770808,-0.11846136,-0.061295874,-0.27629238,0.08868505,0.006745072,-0.18922612,0.04533623,0.31134218,-0.50210077,0.00023606792,-0.29021397,-0.18695468,-0.3952605,-0.19925165,0.14444956,-0.16504022,-0.3166711,0.38324642,0.43193582,-0.033748217,-0.06986681,-0.1023302,-0.3733863,0.27981386
253,12,18,0.11297387,0.03870928,0.24374983,0.40453646,0.0025435854,0.18874761,-0.22127183,-0.036658075,0.08134526,-0.17282522,0.08240624,-0.023022978,-0.105659015,0.24275245,-0.13186796,-0.10119851,0.019174583,0.34805444,0.011063314,0.33003193,0.062355377,-0.18094908,-0.0778778,0.17129396,0.17855498,-0.027771467,0.46115127,-0.18888955,0.18703441,0.28924024,-0.23898426,0.031939864,-0.0771569,-0.12674719,0.20830658,-0.1675167,-0.2639163,-0.16476923,-0.10407035,0.11883709,-0.26867425,-0.0120507255,-0.10716395,0.23476677,0.12548526,0.13762142,-0.14772184,-0.15242669,0.19603848,0.07367023,0.020911412,-0.022708785,0.5809892,0.2222041,0.18104422,-0.061864723,0.114411555,-0.28701282,-0.22548784,-0.1707057,-0.32590148,0.13145922,-0.27502128,-0.051920228,0.12769596,0.013565133,0.03701698,-0.13532564,-0.13863333,0.059317045,-0.41201562,0.044286143,0.007634478,0.015455892,0.30185047,0.35764828,-0.09771634,0.106178805,-0.09166694,0.11639192,-0.039317112,-0.29244074,-0.048828676,0.039213642,-0.22266348,-0.011288681,-0.041666683,-0.14915256,-0.32879245,0.18557994,0.24399637,-0.25526974,0.447153,-0.044291727,0.26432273,-0.07724278,0.23049425,-0.09958963,-0.08803519,-0.13431422,0.08526894,-0.32213855,0.037249535,-0.50135696,0.09075048,-0.3672551,-0.25345075,0.05654245,-0.0625714,-0.16145802,-0.033018928,0.08018206,-0.3179563,-0.072123304,-0.03582619,-0.17358263,-0.33906016,-0.021211967,0.2296255,-0.097106345,-0.14368215,0.48773783,0.2861662,0.09172681,-0.1399985,-0.015744926,-0.3281361,0.099200055
254,4,18,0.059595115,0.19156463,0.17545192,0.34405786,0.13016781,0.3144626,-0.23478729,0.13413884,0.13282631,-0.17596994,-0.036361042,0.081320666,-0.13178986,0.26417646,-0.10437601,-0.17127737,-0.021383554,0.390726,0.14278561,0.34141973,-0.0612893,-0.06875372,-0.014124299,0.36168635,-0.011649064,-0.0654843,0.30183545,-0.28198385,0.21375759,0.2201763,-0.1356737,-0.0983695,0.025269829,-0.18267871,0.24969329,-0.009272684,-0.15930507,-0.23019786,0.055993862,0.17426167,-0.20305914,0.107763365,0.16188961,0.27360436,0.18520573,0.10700762,-0.11298948,-0.28968343,0.038347133,-0.02465416,-0.03789331,0.06725835,0.6184049,0.14540239,0.111375086,0.045463085,0.10440985,-0.15580438,-0.10006496,-0.16780882,-0.29795498,0.12313798,0.03655357,-0.023472281,0.16598076,0.16239147,-0.01057399,-0.3723061,-0.17981556,0.09871487,-0.22852734,0.14725734,0.052723285,-0.03959082,0.029465606,0.24917418,0.01391492,0.26249018,-0.16939624,0.05351822,0.1807989,-0.04310288,-0.25227475,-0.08305425,-0.233886,0.008334846,-0.00056023145,-0.2860515,-0.3301623,0.40730911,0.169026,-0.47237965,0.36039358,-0.0077302963,0.31059957,0.061448112,0.16424382,-0.34462222,0.08925295,-0.15437886,0.084040165,-0.29078963,0.14192225,-0.3973921,0.23524076,-0.15144658,-0.3177434,-0.05457481,0.047134686,-0.10393099,-0.00816832,0.3483913,-0.47973362,-0.13077222,-0.007784581,-0.12170962,-0.34392086,0.020554364,0.34599057,-0.11707969,-0.2925208,0.27546278,0.43925235,0.0623901,-0.07166738,-0.08397008,-0.20273206,0.1564191
255,12,18,0.123727806,0.052813023,0.1732679,0.26490393,-0.08059775,-0.07761721,-0.2541827,-0.1249321,0.047439948,-0.076193966,-0.0914979,0.044760972,-0.07987795,0.20261051,-0.08318281,-0.1180148,-0.05943345,0.49396455,-0.08004003,0.24287094,-0.07918225,-0.047847833,0.13052586,0.15753588,0.10582259,0.03635157,0.29728535,-0.20381533,0.0572851,0.19525036,-0.06649786,-0.04516803,0.13727859,-0.18060291,0.24530946,-0.14261521,0.031697836,-0.18171982,0.0643818,0.11102367,-0.093427114,0.055039033,-0.1541382,0.18685353,-0.119643085,0.1968655,-0.10589211,-0.12557964,0.11930604,-0.0645988,-0.13807143,-0.008932113,0.30579022,0.16480297,0.20737292,-0.08284101,0.090494804,-0.14183219,-0.04686961,-0.2746488,-0.20698354,-0.04396703,-0.01926327,0.066324115,0.123573825,0.0320819,0.22652441,-0.13846855,-0.11119989,0.18970394,-0.41004622,0.19240259,-0.02112542,-0.09688018,0.29009476,0.2997088,-0.13508786,0.19128038,-0.016137008,0.03788488,0.046570018,0.027355114,-0.00092772086,-0.30965748,-0.2257563,0.109294996,0.13590237,-0.34001803,-0.3062975,0.07245829,0.1988559,-0.24023043,0.25748813,-0.045099195,0.14864542,-0.06750313,0.14406191,-0.07346306,-0.30111393,0.012646556,-0.0012987137,-0.33672473,0.010803633,-0.30212975,0.06884249,-0.2618241,-0.08592792,0.1298957,0.047780644,-0.055044997,-0.0064766994,0.08461578,-0.17551251,-0.22065203,-0.09462589,-0.14143015,-0.34605792,0.11464398,0.11547219,-0.10901823,-0.36059344,0.43433988,0.0491522,0.12685004,-0.12024699,-0.04732459,-0.31721509,0.1287047
256,4,18,0.11474234,0.08798901,0.1416644,0.42862433,0.06604851,0.34434584,-0.2611795,0.16668239,0.1281969,-0.2054988,0.115319826,0.07188527,-0.22117819,0.36398083,-0.042869303,-0.14521185,-0.058554795,0.28375876,0.056593448,0.34639278,-0.0020682781,-0.14026104,-0.10914378,0.23676099,0.18145144,0.012227569,0.2594264,-0.15517728,0.22690265,0.22516814,-0.13097234,-0.047507744,0.018634018,-0.24623299,0.18811975,-0.2061487,-0.24414164,-0.2699134,0.0010075212,0.1637228,-0.22105165,-0.004913231,-0.012600306,0.24263673,0.21045193,0.10203173,-0.16657041,-0.32820413,0.16747306,0.00276544,-0.11325813,-0.1597312,0.6255665,0.16055611,0.15813054,0.01503609,0.007385697,-0.25974345,-0.17267768,-0.21243817,-0.2776052,0.26399374,-0.14473829,-0.13325498,0.09209878,0.15436281,0.035347927,-0.36177096,-0.15949498,0.04277799,-0.33880675,0.14764503,0.11234324,0.07943582,0.19809924,0.2243703,-0.04250887,0.27202016,-0.06361332,0.091145426,0.12787785,-0.19097625,-0.14565524,-0.045749288,-0.23789348,-0.098459065,0.02077198,-0.22948663,-0.3740414,0.23110954,-0.005466362,-0.3226445,0.5203583,-0.12810461,0.24421051,0.018986432,0.18870384,-0.24804075,-0.043884777,-0.28533563,0.07461798,-0.2950552,0.07045562,-0.47244707,0.23238823,-0.31363812,-0.32657322,0.043680254,-0.1753729,-0.14314221,-0.07062353,0.29805222,-0.44101062,-0.06624294,0.01008778,-0.112487555,-0.33343175,-0.07808975,0.3451792,0.04543723,-0.16678278,0.3221142,0.47942248,0.00862659,-0.091933444,-0.02847118,-0.24733269,0.1968282
257,4,18,0.1642627,0.081320874,0.16601466,0.45760256,0.17292789,0.32064202,-0.3164557,0.12310139,0.036297884,-0.15479822,0.109989196,0.060601916,-0.27965304,0.41934195,-0.038881533,-0.16405086,-0.12415937,0.31394583,0.100138254,0.42321754,-0.0015548343,-0.13169691,-0.09529269,0.275851,0.1435879,0.076144926,0.27259904,-0.11209802,0.2205432,0.2540828,-0.059035894,-0.09540586,0.0962919,-0.26674914,0.2517411,-0.16573577,-0.31125364,-0.20055746,0.03797441,0.083865926,-0.24527495,-0.043942865,0.07109087,0.3015138,0.22160631,0.07429389,-0.13496943,-0.25935963,0.11669114,0.0010626313,-0.15490855,-0.04419044,0.6512711,0.05665986,0.16705146,0.0329778,-0.036043182,-0.29839706,-0.13479374,-0.25992492,-0.28638405,0.26672673,-0.17318174,-0.2028114,0.14550635,0.08930852,-0.0048995595,-0.31149888,-0.13701615,0.047410607,-0.39176437,0.106161594,0.17693274,0.05932318,0.12944286,0.2492735,-0.039810497,0.4024797,-0.12684277,0.15217453,0.19066575,-0.08568773,-0.16073832,-0.11383067,-0.2612137,-0.20473409,0.06995,-0.2534172,-0.3751191,0.35851365,0.07379898,-0.32056502,0.53615063,-0.097209975,0.18063429,0.13926493,0.10926176,-0.3340678,0.034182727,-0.26329306,0.12152433,-0.3573722,0.051713638,-0.4662093,0.2454337,-0.24861787,-0.35203296,0.07520996,-0.11431982,-0.17974743,-0.07170152,0.28819174,-0.48672408,-0.18956181,-0.0036999078,-0.092398755,-0.34732038,-0.09038827,0.38893396,0.047155645,-0.2022068,0.34564084,0.47154972,0.051810436,-0.1451445,-0.08773608,-0.3663429,0.14912815
258,12,18,0.15538055,0.09549405,0.24422966,0.35877323,0.11154498,0.15177937,-0.2736964,0.023359723,0.19616124,-0.20329803,0.11828522,0.024887124,-0.13229929,0.18413234,-0.13431545,-0.14404383,-0.012835554,0.32146916,-0.013953563,0.34564006,-0.008508548,-0.085305326,-0.08075266,0.20016162,0.27545413,-0.004850772,0.3378207,-0.2028338,0.14132057,0.28960538,-0.18325546,-0.0367785,-0.071810625,-0.07487648,0.2490051,-0.15261325,-0.17151053,-0.15451936,0.08878759,0.1388404,-0.14239797,-0.09349985,-0.020313032,0.26631796,0.13735159,0.10443092,-0.13116524,-0.15652865,0.20098913,-0.07357828,-0.050077442,-0.10786782,0.49783942,0.19339767,0.10603916,-0.02748402,0.07470054,-0.21862864,-0.23971622,-0.22301638,-0.29098243,0.040268496,-0.15206414,-0.0781296,0.11807419,-0.023997176,0.02762621,-0.15189117,-0.23656467,-0.041775733,-0.36942202,0.10303341,0.06759726,0.050124306,0.2693718,0.25316226,-0.03686547,0.24936818,-0.055752125,0.07253643,0.09533964,-0.19762316,-0.15392305,-0.11956337,-0.15804335,-0.061170578,0.09481425,-0.14087096,-0.25577658,0.22816351,0.1494245,-0.28772342,0.2827473,-0.10168027,0.17134213,-0.09952063,0.08377541,-0.13074596,-0.14504927,-0.18683457,0.14040466,-0.25678685,-0.011206491,-0.5283536,0.24633095,-0.34845182,-0.29272172,-0.045039732,-0.08637305,-0.17540745,-0.019540614,0.12805715,-0.22776408,-0.14743105,-0.07686554,-0.11174167,-0.30499014,0.0035459213,0.2716439,-0.07659019,-0.24515395,0.44037405,0.27075917,0.18370889,-0.14147261,-0.123561926,-0.28201976,0.11863243
259,4,18,0.23029837,-0.028219748,0.10519974,0.51113003,0.32743493,0.38603362,-0.19441673,-0.14655137,-0.0042631407,-0.13307099,0.066373356,-0.113844596,-0.31804863,0.48326793,-0.09787596,-0.11770149,-0.13036148,0.17591216,0.24559121,0.60372066,-0.14188531,-0.20489274,0.08416617,0.23417293,-0.053155653,0.06466156,0.34388256,-0.36411646,0.22427301,0.12318572,-0.121137746,-0.1410972,0.1321136,-0.09504251,0.13678926,-0.08955486,-0.39770612,-0.24708322,0.003926734,0.2593626,-0.3014203,0.12033346,0.09036014,0.35852218,0.31486624,0.12819156,-0.03174245,-0.35299516,0.0175593,-0.16589028,-0.35492408,-0.040456586,0.6840562,0.18556955,0.33998707,-0.1981698,-0.020768695,-0.2844599,-0.04817279,-0.30968943,-0.3609586,0.14140417,-0.028986141,0.026960516,0.14944488,0.26028863,0.20549974,-0.47339955,-0.11499204,0.24540916,-0.24270703,0.2251872,0.07545203,0.0037652077,-0.109712854,0.24806301,0.08277672,0.27302596,-0.25409645,0.06937229,0.32436004,0.041042656,-0.16055323,-0.16860612,-0.36473808,-0.32341358,0.056888692,-0.38874972,-0.32693368,0.31906366,0.045066584,-0.42065746,0.52136415,-0.016595002,0.1772128,0.21679358,-0.0738335,-0.38037297,0.15341583,-0.13992399,0.13671923,-0.2600203,0.09984057,-0.22047198,0.24445136,-0.07081156,-0.21095604,0.1673131,-0.093467295,-0.059179507,-0.14681229,0.19948402,-0.71413887,-0.1441224,0.107979685,-0.18606804,-0.3945341,-0.051306248,0.32049266,0.10694087,-0.26142657,0.14239396,0.49369448,0.067858316,0.11303302,-0.056855913,-0.3181679,0.17502557
260,8,19,-0.024594184,0.09309517,0.2648872,0.38058895,0.093988106,0.04753594,-0.25844327,0.11448119,0.2830622,0.07707627,0.008442611,0.108126454,-0.05317738,0.027348842,0.17795882,-0.22532845,-0.16272767,0.25179994,-0.032109346,0.38817948,-0.14869815,-0.21411107,0.013961008,0.06674798,0.0030462053,-0.09971698,0.4059841,-0.17570345,0.10046188,0.37563354,-0.23689388,-0.09309261,-0.15603639,-0.1339907,0.19116776,-0.17773992,-0.16253029,-0.17275156,-0.21268624,0.099917464,-0.40706062,0.22138648,0.10160346,0.28495777,0.03790798,0.19947064,-0.17418359,-0.168511,0.036247347,0.16765846,-0.123607025,0.020925218,0.65543646,0.18974607,0.012310404,-0.12671576,0.037149902,-0.2866105,-0.11249188,-0.07215617,-0.23229326,0.11787048,-0.20269898,0.0148424,0.15523708,0.13537177,0.08538358,-0.27434966,-0.18345958,-0.100811236,-0.41371924,0.12546052,0.08035666,-0.067009136,0.11616089,0.26616415,-0.10535509,0.17348057,-0.09132187,0.04638581,0.24421881,-0.31529412,-0.096865796,-0.13140438,-0.1853511,-0.016694965,-0.11212816,-0.2337,-0.4050315,0.39655042,-0.016983425,-0.31887558,0.33900285,-0.016338557,0.3187178,0.17080575,0.21873534,-0.32881844,-0.20763229,-0.14947902,0.22777417,-0.41347003,-0.22445616,-0.50914115,-0.030615581,-0.26361305,-0.28478876,-0.0019192039,0.017525792,-0.11474909,-0.042115524,0.22292845,-0.42134568,-0.04945022,-0.2734343,-0.09400799,-0.3712863,-0.13019122,0.29579315,-0.24746042,-0.16895257,0.42472196,0.27955976,-0.18021567,-0.15326524,0.06472248,-0.2829642,0.30877706
261,0,19,0.3036389,0.04872082,0.28043732,0.27013174,0.09340304,0.019450678,-0.072873555,-0.04627557,-0.049137443,-0.1174892,-0.14425357,0.07568742,-0.15675431,0.17761497,-0.051669914,-0.029461022,0.23428306,0.11668417,0.063642435,0.29126492,-0.018406093,-0.103870235,0.009392439,0.15068921,0.17879295,0.07512198,0.47173253,-0.21704957,0.15571606,0.24034679,-0.3485308,-0.121407546,-0.09192259,0.23875318,0.029097337,-0.21164906,-0.25015342,-0.1066523,-0.015186546,0.1066153,-0.1751521,0.16705364,-0.038326688,0.17626758,0.022384034,0.16199301,0.015961023,-0.18083943,0.2247032,-0.14451523,-0.27118382,0.12776479,0.46245638,0.38144428,0.10619539,-0.07681694,0.17088766,-0.20299004,-0.23507212,-0.06377967,-0.37885103,-0.035270568,-0.21130903,0.03666309,0.078966685,-0.14321375,0.21337241,-0.18199237,0.0516294,-0.045803133,-0.31924114,0.15315068,-0.012441704,-0.14826559,0.20290507,0.26236126,0.046462998,0.20193213,0.0761731,-0.12594578,0.07249243,-0.18567668,-0.014431927,-0.19241637,-0.07811207,-0.11398582,-0.1073566,-0.24235263,-0.14467974,0.22452298,0.31987372,-0.2336887,0.3687398,-0.075536065,0.37670144,0.24490975,0.0924214,-0.004399163,0.1957322,-0.087738045,0.19911939,-0.36543217,-0.1259031,-0.37693745,0.33300295,-0.5049499,-0.17268385,-0.11351102,0.0066979346,-0.10757699,-0.06017456,0.2499337,-0.10005722,0.099944055,-0.2517002,-0.08274052,-0.41534045,0.10618096,0.15878181,-0.3011391,-0.27056828,0.56344974,-0.07712838,0.08571075,-0.00053526455,-0.0008784903,-0.30014998,0.23420033
262,11,20,0.08937168,0.15014285,0.21556962,0.23492378,0.09406211,0.22957401,-0.31361336,0.08511594,-0.028237117,0.0658371,0.045004632,0.03381071,-0.049022272,0.10344506,-0.1340343,-0.09405794,-0.04952009,0.32216313,0.024557265,0.39387292,-0.10505009,-0.06687038,0.03883521,0.27729976,0.09594736,0.0031700698,0.2680224,-0.27771956,0.30628735,0.2508381,-0.064052105,-0.049222402,0.08716855,-0.117277965,0.13439131,-0.05385387,-0.0737806,-0.215911,-0.06210876,0.23531932,-0.08571358,0.24275397,0.33879146,0.25357977,0.23411474,0.13176936,-0.024461947,-0.1069971,0.121928915,-0.10234375,-0.30440748,0.06915419,0.55424005,0.10843567,0.1379718,0.04324611,0.026365211,-0.22375694,-0.05322549,-0.13951613,-0.34218004,0.3103322,-0.09511946,-0.11722509,0.21315238,0.27941436,-0.005975015,-0.5112199,0.009154071,0.16375569,-0.27221033,0.03956285,-0.007891528,0.061566472,0.17724334,0.14248088,-0.09314143,0.19916144,-0.16165258,-0.017120045,0.17027378,-0.09468815,-0.06803318,-0.1793561,-0.2590025,0.007714992,0.14077955,-0.3969936,-0.38172114,0.36756536,0.1228894,-0.473445,0.39069596,-0.26627102,0.33471614,0.1488185,-0.05177771,-0.39102054,-0.05902879,0.0053165536,0.072799295,-0.39165592,-0.008244207,-0.4206853,0.14101318,-0.11907418,-0.28477788,-0.0078796195,0.00470656,-0.14252971,-0.035513453,0.16664776,-0.20586976,-0.20173441,-0.13687477,-0.23773985,-0.29428574,-0.03447862,0.2691347,-0.07439443,-0.19962883,0.34101525,0.18603352,-0.032602903,-0.21338281,-0.20224245,-0.3557048,0.28817254
263,13,20,0.06760306,-0.049015753,0.2007965,0.1510898,-0.07235297,0.113039054,-0.1267921,0.019042019,0.12323831,0.047390074,-0.1806299,0.11209632,-0.16545892,0.20854014,0.07458203,-0.19960447,0.22172557,0.24209093,0.042325564,0.36959916,-0.01667266,-0.042295475,0.009641117,0.24274209,0.2751503,-0.05241639,0.47961402,-0.23597999,0.15203817,0.2575364,-0.39950925,-0.090128645,-0.122421786,0.17714903,0.17825712,-0.2729697,-0.2789753,-0.12211516,-0.051144138,0.1641891,-0.29172966,0.36096466,0.16769078,0.25446898,0.086199395,0.13021491,-0.15155137,0.005554455,0.2938721,-0.10799027,-0.09822393,0.14656399,0.4703932,0.41819432,-0.063295946,0.18071812,-0.12501287,-0.2575708,-0.1644895,0.0142768305,-0.39935902,0.18895647,-0.11043316,-0.08112404,-0.018712414,-0.18574993,0.10219514,-0.24117355,0.054226775,0.004205582,-0.12441502,0.043897018,0.0087577365,-0.040558837,0.118731305,0.28168425,0.10570961,0.10493038,-0.019111471,-0.041829936,-0.11663404,-0.24666657,0.029403366,-0.00017595291,-0.08365345,0.035699494,-0.0864877,-0.353546,-0.21494567,0.3586479,0.36446106,-0.37589172,0.30309415,-0.23583849,0.3032808,0.07407338,0.30594218,-0.077682294,0.17523459,-0.055850912,0.21917574,-0.33436573,-0.16609405,-0.287562,0.32536566,-0.3209675,-0.19387558,-0.093622684,0.11856569,0.07025608,-0.21191216,0.23374306,-0.16156046,0.044821452,-0.3041053,-0.2631349,-0.5040735,-0.03482694,0.3476251,-0.3233897,-0.1595058,0.5365002,0.25887167,0.084318504,-0.084977984,0.056930274,-0.25217474,0.16399172
264,2,20,0.33843753,-0.24795388,0.22470905,0.1648203,-0.10209942,0.1512061,0.12932423,-0.18916468,0.20047078,-0.3104032,-0.330196,-0.09451524,-0.16098459,0.45014718,0.04169177,-0.007195873,0.28773916,0.3348056,0.26361567,0.37283936,-0.09035319,0.06952863,0.28079948,0.35787407,0.121801004,-0.042336203,0.4623709,-0.39750952,0.018547256,0.17516764,-0.14832114,0.062167715,0.05536975,0.106347695,-0.01855987,-0.09169698,-0.39859557,0.060879152,0.259366,0.038723145,0.0006655826,0.26395524,-0.020826017,0.20297757,0.1180866,0.26901793,0.114375964,-0.19817445,0.023450626,-0.23046942,-0.1322925,0.15218931,0.33100143,0.41838017,0.14314152,-0.15531863,-0.061801247,-0.1535587,-0.13030237,-0.010797669,-0.43869066,0.047430664,0.26724312,-0.07703347,-0.30208802,-0.1413966,-0.2513883,-0.20540942,-0.18272308,0.07598437,-0.32509878,0.12656678,-0.003334685,0.19510968,0.14033379,0.262543,0.026157418,0.26046607,-0.027257014,0.16419467,0.15288317,-0.08790628,-0.00011083484,-0.07944552,-0.16198128,-0.1440314,-0.009030744,-0.37018678,0.07305002,0.33689836,0.32888168,-0.39073628,0.123364285,-0.38178465,0.056414485,0.22189473,0.20283812,-0.04226453,0.11230546,0.20939983,0.05284285,-0.17846166,0.11260111,-0.2507714,0.4933679,-0.30988517,-0.029853452,-0.17933004,-0.048090417,0.16422294,-0.22584756,0.3265632,-0.00863017,-0.2647666,-0.120314166,-0.041978486,-0.42995876,0.45433176,0.46914968,-0.18357801,-0.52766806,0.5128782,0.045399133,0.30432668,-0.09285238,0.011618718,-0.2122159,0.05453035
265,2,20,0.25306264,-0.136371,0.25451267,0.13094452,0.003048686,0.25032604,0.010533898,0.020450687,0.30252478,-0.097366214,-0.35221612,0.0061373445,-0.22547571,0.2096076,-0.12555094,-0.17068033,0.2800452,0.26953077,-0.011888548,0.29094338,-0.10370102,0.094617024,-0.12594001,0.3607602,0.28277633,-0.21029012,0.44084367,-0.19164477,0.04758573,0.30923682,-0.22188996,0.10866959,-0.087739535,0.024391655,0.167897,-0.15944472,-0.27527797,0.043484017,0.14905801,-0.0022246204,-0.118651934,0.19614217,0.22561495,0.29635432,0.006822808,0.24849683,0.033978883,-0.24420264,0.09487814,-0.17416483,-0.10619556,0.107141405,0.3509964,0.32925922,0.1800743,0.07860907,-0.013932377,-0.27867058,-0.18637682,-0.032681227,-0.41295186,0.2584973,0.016966358,-0.07426478,-0.002451169,-0.1037866,-0.19794425,-0.30256242,-0.10458984,-0.036280684,-0.19140421,0.037473608,0.0726672,0.25839671,0.13702454,0.14307997,-0.07414688,0.18856852,-0.10483591,0.12547967,0.04292527,-0.17925431,-0.15527026,-0.20257494,-0.09535342,-0.029725505,-0.065757856,-0.2771377,-0.06858422,0.34845915,0.18100882,-0.33049121,0.033594254,-0.12435268,0.15755324,0.20670058,0.35701722,-0.27703634,0.09475284,-0.08922412,0.3617301,-0.44660473,-0.091190815,-0.433561,0.23995109,-0.34410927,-0.12258567,-0.03374293,-0.10456019,-0.024244124,0.015189523,0.2538743,-0.19059223,-0.25549424,-0.11753965,-0.2404624,-0.47612867,0.16965167,0.47411448,-0.25995094,-0.2775701,0.5444528,-0.0028739343,0.24998017,-0.10371934,-0.0072631454,-0.44181284,0.24587801
266,2,20,0.2688401,-0.05646977,0.304636,0.15346707,0.06639833,0.03258952,0.06791458,-0.17877525,0.027189372,-0.20786393,-0.16996884,0.026513701,-0.06973524,0.23612508,-0.011548103,-0.09228125,0.2503902,0.117264636,0.197125,0.4118822,-0.022760453,-0.0042078025,0.122249015,0.23665561,0.15164307,-0.001194022,0.5643997,-0.3074341,0.19745351,0.2289335,-0.27867112,-0.052438725,-0.06989211,0.24468157,0.026167288,-0.002588093,-0.33337793,0.037882727,0.021735936,-0.0016600102,-0.051880892,0.27021495,-0.08812524,0.27996904,0.0723133,0.18714309,-0.01114075,-0.22532882,0.12806559,-0.14141825,-0.30461982,0.23844522,0.4624676,0.37080455,0.08808381,-0.022756135,-0.09681272,-0.17432341,-0.27216834,0.0076511162,-0.49019003,-0.005486247,0.01973693,-0.050854355,-0.16522929,-0.2267941,0.058558952,-0.1871657,0.020357791,0.13897596,-0.28012043,0.16938165,-0.059261844,-0.08599738,0.2757798,0.22428133,0.15356289,0.28497097,0.07148081,0.061369505,0.09056849,-0.2534021,-0.028657254,-0.10805107,-0.09984558,-0.15205914,-0.23063385,-0.43633574,-0.044763673,0.18894717,0.3020789,-0.2799836,0.1597197,-0.25788996,0.21081942,0.29798076,0.16221923,0.0415702,0.269748,-0.08092737,-0.018408688,-0.27198684,-0.12504257,-0.24748635,0.28471342,-0.40068913,-0.061941966,-0.23925403,0.037972793,0.03336612,-0.18622677,0.2800534,0.061880775,-0.14846307,-0.2664372,-0.13238518,-0.3478794,0.29416153,0.24403474,-0.2876873,-0.2956889,0.558033,-0.12870944,0.12762415,-0.023267346,0.014911321,-0.24684736,0.08326186
