,cluster,article,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
185,6,12,0.17739387,-0.027323361,0.10325456,0.480166,-0.30234873,-0.0014295718,0.27427918,0.13321045,0.2645077,-0.0011914795,-0.7614037,0.5262302,0.45267835,0.12235792,-0.17759255,0.18829156,-0.1716444,0.46925777,-0.118554644,0.054139707,0.4971862,0.16352567,0.34182084,0.44842806,0.20210147,-0.0644584,0.108588204,-0.4971775,0.13970955,0.4110303,-0.0010879575,0.114840955
186,4,12,0.13947156,0.4010727,0.102469094,0.4539714,0.1719245,0.2109058,-0.39625216,-0.15345739,0.41385537,-0.26579332,-0.6535491,0.65415126,0.025492255,-0.109436125,-0.064973995,-0.58196574,0.07322357,0.34637955,-0.49806643,0.26442435,0.057223503,0.4666506,0.35662705,0.46680635,0.5116975,0.21008494,0.10384956,-0.19818561,0.1347956,0.019714424,0.223338,0.21771689
187,4,12,0.27566326,0.31089175,0.23299108,0.33841175,0.18366316,0.0977864,-0.48161373,0.14456345,0.47568855,-0.2237076,-0.7323241,0.62542874,0.18811941,0.08179458,-0.3634428,-0.4356398,-0.054262724,0.5029828,-0.32057083,0.1272964,0.18803674,0.31928042,0.45569488,0.47162905,0.4177856,0.041023172,0.40599266,-0.272551,0.174889,0.25538138,0.1075073,0.38468212
188,6,12,-0.054866347,0.0058210245,-0.03592425,0.38730386,-0.26595348,0.25187463,0.24255073,-0.37335855,0.3493153,0.03370058,-0.6433327,0.36836812,0.33390516,0.19231623,-0.26521444,-0.06050308,-0.2603925,0.41587776,0.03320438,0.20253927,0.64784545,0.10430831,0.04635442,0.57451946,0.120586775,-0.09387837,0.067335285,-0.22661296,0.32337177,0.13322313,0.09037464,-0.3275083
189,2,12,0.052881684,0.08219412,-0.08811481,0.5088324,-0.11663799,0.2581001,-0.051647846,0.007937763,0.50583786,-0.061746966,-0.6562801,0.2380844,0.3185537,0.038757436,-0.30720633,-0.2543143,-0.06134791,0.5381223,-0.14289546,-0.10427495,0.52038115,0.23808615,0.11958316,0.4511319,0.16620459,-0.2552118,0.086626835,-0.5571832,0.3003466,0.14211106,0.37517837,-0.05445874
190,4,12,-0.26842287,0.2895723,0.0040869745,0.403936,0.21961413,0.17154598,-0.05006915,-0.4098773,0.41516548,-0.050360367,-0.52382714,0.44422454,-0.03859624,0.02976424,-0.25056604,-0.44991797,-0.18529809,0.2898558,-0.3725041,0.49472734,0.5025257,0.56448936,0.1206235,0.4509994,0.32358405,0.15425135,0.18398541,-0.15053381,0.15828678,-0.17308183,-0.03434365,-0.23125073
191,4,12,0.12023523,0.36906326,0.036293775,0.31518266,0.07817398,0.21545458,-0.29583615,-0.15630159,0.44966328,-0.17246947,-0.62268853,0.63129866,0.08595644,-0.11462833,-0.06812861,-0.56049585,0.11285488,0.37835237,-0.3354977,0.21486174,0.17427866,0.39013746,0.37319106,0.35795945,0.5648922,0.2712431,0.11292309,-0.21092148,0.14811136,0.01129302,0.32876396,0.13833743
192,2,12,0.018231394,-0.10609499,-0.07676082,0.3084054,0.081522,0.3501335,0.00524555,-0.13376987,0.41831923,-0.05487031,-0.5434951,0.40518042,0.2819225,0.038533017,-0.27223447,-0.34053567,0.00012109429,0.15280065,-0.1598858,0.04511966,0.41877893,0.18971936,-0.14440626,0.48786214,0.19237937,0.24959487,0.110672176,-0.438321,0.24968895,0.4200595,0.07514561,-0.15866987
193,2,12,-0.009900902,0.10379338,0.009924693,0.5573389,-0.16714942,0.1165024,0.12370934,-0.11266572,0.2999797,-0.073659964,-0.70891166,0.31946814,0.37732387,0.3224067,-0.0048073134,0.063596,-0.1591147,0.42332354,0.08687298,-0.15878876,0.44914442,0.027084997,0.091906324,0.6550198,-0.09624154,-0.010622534,0.06474849,-0.3889038,0.28935122,0.13756244,-0.07734067,-0.014066156
194,2,12,0.2484243,0.12262345,0.14727823,0.53907067,-0.049752697,0.29701874,-0.016466945,0.044386663,0.2712802,-0.11717468,-0.69861066,0.37160513,0.28011805,0.21422155,-0.2503921,-0.18385148,-0.18546256,0.37685308,-0.13375103,0.09761479,0.4165204,0.26103866,0.12969072,0.46613756,0.36714193,-0.09202999,0.297935,-0.4156794,0.29693154,0.12246268,0.2034166,-0.020995362
195,8,12,0.3665412,0.084014855,0.26573995,0.4244559,-0.28525597,0.22345716,-0.053173665,0.24043499,-0.21667655,0.15715678,-0.66202307,0.34108812,0.51666504,-0.011929996,0.017377855,0.30760017,0.20651889,0.014419176,-0.10809466,0.14388955,0.22198544,-0.1074789,-0.035870086,0.6849997,0.4276902,-0.49711072,0.58458024,-0.20045398,0.244879,-0.2792754,0.31061065,0.11270218
196,2,12,0.052881684,0.08219412,-0.08811481,0.5088324,-0.11663799,0.2581001,-0.051647846,0.007937763,0.50583786,-0.061746966,-0.6562801,0.2380844,0.3185537,0.038757436,-0.30720633,-0.2543143,-0.06134791,0.5381223,-0.14289546,-0.10427495,0.52038115,0.23808615,0.11958316,0.4511319,0.16620459,-0.2552118,0.086626835,-0.5571832,0.3003466,0.14211106,0.37517837,-0.05445874
197,8,12,-0.11311617,0.1560728,-0.04721585,0.31089786,0.10674019,0.1655771,-0.23840395,-0.040685445,0.3145704,-0.14274281,-0.6167088,0.43328583,0.12286523,0.039708365,-0.017506227,-0.27897614,0.15534692,0.46319833,-0.18051143,0.2417098,0.19033942,0.064597294,0.046026595,0.5993428,0.26254794,-0.04155975,0.06488521,-0.3464562,0.32119694,-0.15663502,0.08988777,0.084512696
198,2,12,0.15936719,0.23888521,0.038257588,0.3597147,-0.23575844,0.34812155,-0.02272128,-0.00567483,0.41320324,-0.4655828,-0.68663013,0.47700137,0.24954224,-0.06739686,-0.308184,-0.26210627,-0.29896155,0.22460276,-0.074595846,-0.12813474,0.4349593,0.40115386,0.064350605,0.41610593,0.2992189,0.04895334,0.0976929,-0.3094434,0.37538412,0.097033285,0.16684048,-0.06222241
199,8,12,0.11910388,0.15880366,0.18524203,0.38748714,0.0063193343,0.3777128,0.0055974806,-0.25359964,0.4824018,-0.22747709,-0.5606008,0.51702815,-0.10244362,0.034265652,-0.06732242,-0.21002316,0.010911017,0.07831677,0.13171639,0.13064368,0.2890729,0.18955491,-0.061502382,0.60931104,0.06419882,0.06529981,0.10450477,0.0910094,0.077822976,-0.220263,-0.014731407,0.14730932
200,6,13,-0.15935972,0.042959496,0.05080468,0.3895322,-0.27555862,0.08716369,0.3494716,0.085476644,0.18713626,-0.1565061,-0.7442648,0.21844056,0.4593901,0.11440962,-0.038570825,0.14170921,-0.20230499,0.32888767,-0.07967376,-0.052303877,0.5101249,-0.1682524,-0.036922723,0.60935754,-0.035468884,-0.09391713,0.23605685,-0.29890737,0.30824026,-0.16136628,-0.2920004,-0.006161569
201,2,13,0.016023226,0.047001358,0.18788365,0.62123233,-0.17668204,-0.06070626,0.09018131,-0.23224464,0.3697643,-0.21122469,-0.8055822,0.4290761,0.5623901,0.18262556,-0.28684285,-0.13331416,-0.39200526,0.36873588,-0.17747289,-0.18832417,0.6453776,0.15968575,0.09930301,0.49687168,0.25640073,-0.30224076,0.25103143,-0.55598193,0.23073843,0.240315,0.078429416,-0.20287569
202,8,13,0.12125232,0.32422483,0.14482638,0.46269813,-0.17231575,0.29537994,0.1563407,-0.17397279,0.26633334,-0.24279757,-0.6059975,0.52955085,0.34391508,0.1771982,0.038877945,-0.32856733,-0.19402373,0.1544083,-0.055611245,-0.029061269,0.43265694,0.17664379,-0.021182066,0.5157973,0.17128153,-0.06363012,0.096766226,-0.22832344,0.15583697,0.08251439,0.1810205,-0.08589091
203,5,13,0.07959355,0.19428591,0.12901844,0.41768342,-0.6674088,0.23266026,0.17714365,0.02797892,0.47351393,-0.33659503,-0.6882453,0.47868901,0.5749274,0.12692024,-0.1293294,0.054185115,-0.29894316,0.28140205,0.011745762,0.07458822,0.44744498,0.18940876,0.169964,0.62245965,0.037439443,-0.06357291,0.21534269,-0.5072869,0.54651874,-0.014525509,-0.2540082,0.18321182
204,6,13,-0.026465328,-0.10678576,0.33821598,0.47364002,-0.52468896,0.06310279,0.33937028,0.15104967,0.36354017,0.035927262,-0.7505475,0.23117533,0.46905127,0.21895654,-0.4464805,0.11440507,-0.48320276,0.4247805,0.15784883,-0.21046093,0.6327097,-0.079856165,0.41535166,0.50788295,-0.21570061,-0.16445547,0.11768223,-0.44255018,0.31036976,-0.010158562,-0.30745462,0.04617007
205,9,13,-0.20187841,-0.0062483014,-0.019119656,0.5153693,-0.09146409,-0.17376624,0.30666277,-0.092443265,-0.0129911145,0.1969379,-0.8133675,0.29980633,0.38374144,0.29285678,-0.07724151,0.05487617,-0.2946447,0.5239722,-0.011786668,0.042937424,0.64538425,-0.15029414,-0.039725956,0.47934386,-0.15257719,-0.35398343,-0.007565041,-0.32902104,0.32381186,-0.11286511,-0.10254934,-0.2899229
206,6,13,-0.009664607,0.07899123,0.1562569,0.46201566,-0.18650576,0.20151436,0.37907818,-0.014071359,0.2579976,-0.09763246,-0.7057144,0.19469926,0.31654364,0.13032323,-0.4098625,-0.13520817,-0.09071141,0.3835499,-0.21702348,0.028016428,0.612277,-0.00861607,-0.02785947,0.34601146,-0.065822594,-0.13739817,0.110656455,-0.39361084,0.18532954,0.0067105703,-0.054213926,-0.4248463
207,6,13,0.023289891,0.15948759,-0.03258703,0.46545437,-0.19852774,0.26008517,0.15508577,-0.28930458,0.44570512,-0.14689338,-0.72627234,0.19282205,0.26854274,0.059421446,-0.4098077,-0.32764935,-0.2943495,0.39414632,-0.02618227,0.011032331,0.644895,0.2261753,0.0060581514,0.47572505,0.12646772,0.027321855,0.18822668,-0.2645717,0.29522002,0.20703493,0.05443026,-0.18134855
208,2,13,0.07076403,0.09578448,-0.019002417,0.39789116,-0.06670534,0.37030187,0.012319597,-0.1715544,0.48102346,-0.18846197,-0.682495,0.24212147,0.28978482,0.12705661,-0.28694057,-0.28907344,-0.16267137,0.48481798,-0.07100205,0.07319524,0.54477835,0.19599746,0.17559731,0.5303939,0.19833663,0.04962989,0.11765168,-0.4797824,0.20665963,0.011149302,0.28952914,-0.08194018
209,1,13,-0.14103693,0.009306336,0.21980707,0.51593107,-0.18036501,0.09705474,0.04274753,0.06354138,0.20815971,0.009365218,-0.70890373,0.316302,0.268101,0.29274958,-0.020278318,-0.33901182,-0.07981201,0.44127697,-0.022442993,0.16695742,0.32090774,-0.41509217,0.07927015,0.60243213,0.32177007,-0.3091771,0.01338644,-0.4098791,-0.02884813,0.10735594,0.31916898,0.041841518
210,5,13,-0.098236695,0.16036017,0.043045457,0.47448733,-0.16313496,0.31529176,0.28155708,-0.3049025,0.3428695,-0.20930074,-0.5625238,0.21858777,0.23950976,0.053750217,-0.054095134,-0.06819478,-0.102498226,0.2502515,-0.08359553,0.1066564,0.5183728,0.01892539,-0.12865463,0.6156564,-0.018354075,-0.098369755,0.1535657,-0.3987497,0.22974667,0.09612959,-0.034190584,-0.21519732
211,6,13,0.026136167,-0.016532894,0.014417379,0.42923436,-0.13948072,0.14261061,0.0944163,-0.054650713,0.25534442,0.12780078,-0.71707255,0.22465369,0.47576013,0.120120384,-0.26504087,-0.07165173,-0.21507056,0.22948796,0.18437307,-0.04715778,0.5582156,0.030518133,0.26721057,0.5166831,-0.05832103,-0.085558705,0.13480783,-0.42401785,0.41343117,-0.27933705,-0.17954856,-0.21005294
212,6,13,-0.05315773,0.087280355,-0.036115877,0.4085451,-0.09528532,0.32286686,0.09597175,-0.35713685,0.4683247,-0.19862464,-0.7229992,0.24629223,0.29574648,0.11677566,-0.4303742,-0.2714076,-0.2675407,0.26921296,0.18917802,-0.004868654,0.6272991,0.10164524,0.11128047,0.5355689,-0.041595772,0.07178233,0.18477745,-0.33739498,0.3734487,0.11843108,0.09945565,-0.22959104
213,8,13,-0.1904377,0.081454165,0.031721354,0.40413466,-0.09945958,0.30341315,0.18507822,-0.26871893,0.30113748,-0.17774834,-0.57546407,0.23378836,0.21658257,0.07231465,-0.37251985,-0.37278956,-0.2619932,0.29191443,-0.0015098655,0.304897,0.51044375,-0.08403777,0.12793118,0.52373725,0.25530735,-0.14213255,0.19046198,-0.40778843,0.122832716,-0.07296098,0.36843482,-0.12454527
214,6,13,-0.08900562,0.16123164,-0.0025632288,0.5299143,-0.19524783,0.30931622,0.24893853,-0.17095424,0.38577083,-0.20429203,-0.6974809,0.29529947,0.33132836,0.10075121,-0.3161059,-0.28889036,-0.38296485,0.4333812,0.05936184,-0.08911683,0.6445059,0.07843084,0.07606672,0.57345104,-0.050635796,-0.058614966,0.064637646,-0.35119373,0.3406767,0.05046007,-0.008361967,-0.14775653
215,8,13,-0.121509455,0.023598516,-0.05179715,0.46526298,0.028982671,0.28831,0.082029,-0.29457814,0.37703595,-0.16418408,-0.57640266,0.28689647,0.199805,-0.019010473,-0.2541565,-0.32326692,-0.18464223,0.37251174,-0.10255346,0.04552895,0.58854055,0.16374588,0.0114715025,0.54659694,0.08998782,-0.046877958,0.1782772,-0.3296605,0.24260817,-0.097300425,0.15017445,-0.09993467
216,6,13,-0.09813411,0.06678738,-0.07921473,0.3997409,-0.2532288,0.1719269,0.26567572,-0.24887747,0.23666188,-0.19647801,-0.6226921,0.29375866,0.4872765,0.09720633,-0.18657212,-0.08340802,-0.31868792,0.30252266,-0.16694427,0.062074658,0.5162141,0.14363559,-0.018207252,0.5470524,0.0010430139,0.0033385183,0.024155164,-0.3786421,0.2945242,-0.17846878,0.0058533894,-0.3638035
217,5,13,-0.19529273,0.19707146,-0.17574818,0.32337007,-0.21181281,0.06834785,0.11187004,-0.26425743,0.4304327,-0.2308729,-0.5651448,0.38961926,0.4259547,-0.014342293,-0.23150031,-0.19746202,-0.30665883,0.308308,-0.16672055,0.22108155,0.44577494,0.17481968,-0.047896087,0.53110075,0.14711423,-0.13398176,0.11886955,-0.36716762,0.23665561,-0.019863555,0.09429577,-0.3022611
218,2,14,0.03421585,0.16345716,0.047440644,0.37314174,-0.05448595,0.25377595,-0.15516576,-0.19326466,0.4054437,-0.16825165,-0.68285275,0.54867405,0.2484481,-0.024558047,-0.27939507,-0.48928642,-0.026005452,0.50326174,-0.1745458,-0.018408386,0.36139238,0.35156095,0.17408846,0.5875837,0.29371443,-0.08230447,0.3576714,-0.41872004,0.36850935,0.20629305,0.37437662,0.025795834
219,8,14,-0.0018460767,0.027056482,0.05848649,0.5474521,-0.1255715,0.21368483,0.016385896,-0.09134255,0.23402494,-0.14596827,-0.677542,0.40722218,0.37847123,0.16759604,-0.05412824,-0.27554157,-0.078377515,0.1684834,-0.08955108,0.23430878,0.42184454,0.15300784,-0.19553852,0.46935192,0.31093022,-0.31467777,0.30475935,-0.22791825,0.062972866,0.0692769,0.38890246,-0.03946577
220,2,14,-0.049879044,0.24775231,-0.08132183,0.58918023,-0.06695968,0.11728798,0.10780736,-0.33146423,0.3709613,-0.15186375,-0.62461114,0.6275186,0.28710726,-0.11993795,-0.15368596,-0.351481,-0.30909172,0.48352614,-0.15940492,0.046423554,0.5333413,0.17259178,0.21450698,0.6350232,0.10266233,-0.15795265,0.12740365,-0.52565837,0.5382359,-0.024375623,0.10409922,-0.0100905085
221,6,14,0.01587551,-0.03959906,-0.04979819,0.45658362,-0.34386235,0.27135354,0.011680666,-0.115254365,0.4066246,0.08077913,-0.65051544,0.36246833,0.30931556,-0.07077857,-0.4060213,-0.0034007076,-0.43113276,0.3012241,0.04920723,0.24513441,0.52208626,-0.07529489,0.3930576,0.61886525,0.12674105,-0.23162207,0.23703392,-0.36369237,0.36770988,-0.26114038,-0.02725481,-0.032996435
222,5,14,-0.09533049,0.12975185,-0.096092574,0.53330046,-0.2805068,0.14939484,0.37363437,-0.34018356,0.40664873,-0.17471917,-0.6522147,0.40127948,0.25531483,0.0042066923,-0.13555361,-0.059782173,-0.27256587,0.33894166,-0.04457903,0.14820665,0.6029663,0.11432958,-0.014756231,0.67334574,0.09155718,-0.26000705,0.07037538,-0.5302021,0.47770974,-0.08188533,0.10372573,-0.22730288
223,5,14,-0.09676078,0.038024683,-0.020354426,0.47444755,-0.25543773,0.2546776,-0.07644772,-0.27774253,0.47675115,-0.25936925,-0.5046324,0.48323286,0.39256534,-0.07855263,0.03798344,-0.19202721,-0.123150654,0.38960987,-0.29382637,0.16369703,0.37746772,0.23730786,0.10432839,0.6246218,0.27008554,0.11350928,0.25634626,-0.5049597,0.52286273,0.07004213,0.24590385,-0.08850909
224,2,14,0.22026844,0.16233253,0.07297818,0.58437026,-0.12867856,0.31562656,-0.14769162,-0.14532796,0.5654908,-0.10240818,-0.58152956,0.5664628,0.18265909,-0.015435364,-0.0508187,-0.15421705,0.06919127,0.49324277,-0.18219224,0.113257825,0.330654,0.27519143,0.16388294,0.52088314,0.33110666,-0.25922903,0.24667335,-0.5799347,0.3566563,0.05408485,0.38319692,0.22047763
225,2,14,-0.046901383,0.13292281,0.012075404,0.6344302,-0.007023287,0.2935515,0.111302696,-0.27295274,0.42248896,-0.11955637,-0.48466036,0.5502678,0.26786104,-0.077563256,0.017984943,-0.22172832,0.052559506,0.43687427,-0.21974494,0.02534245,0.4025423,0.23402268,0.031709682,0.4968751,0.27930692,-0.054431573,0.18633974,-0.5579955,0.46158725,0.015907994,0.25653127,-0.0004912251
226,2,15,0.019133594,0.30549484,0.2199052,0.4528669,-0.2225989,0.30158588,-0.016552858,-0.1524768,0.5449509,-0.26580763,-0.7155596,0.56231076,0.26883382,-0.07505103,-0.4736937,-0.22345652,-0.115704395,0.41779047,-0.07965557,0.011158511,0.5439132,0.1274668,0.3554484,0.5844019,0.3293979,0.11897466,0.31288692,-0.34622115,0.277013,0.18058752,0.13420485,0.21841086
227,6,15,-0.10288755,0.115147166,-0.0679412,0.35561186,-0.20875557,0.23377667,0.27767372,-0.24150024,0.23887892,-0.21526799,-0.644702,0.35547522,0.35986176,0.12824108,-0.23011497,-0.18618922,-0.20450154,0.29428062,0.06300514,0.1568968,0.56840944,0.20728144,0.052672286,0.5379178,0.08329774,-0.18138885,0.17753063,-0.29958797,0.2506234,-0.056205742,0.05872003,-0.12142857
228,5,15,-0.006422584,0.19294852,-0.09627382,0.5592394,-0.26247686,0.17434375,0.23987564,-0.28613666,0.42009598,-0.07625992,-0.66074425,0.50061816,0.32834685,-0.04627314,-0.13305128,-0.052511178,-0.23351558,0.34216535,-0.29226854,0.013178912,0.5566828,0.0039969543,0.04364388,0.6158766,0.06412893,-0.21905573,0.2478169,-0.5436292,0.52942014,-0.20362408,-0.028909132,-0.054233935
229,6,15,0.0227511,0.053980913,-0.04477463,0.41973695,-0.339438,0.17437074,0.0036032882,-0.21544637,0.4160269,-0.0016569555,-0.67581755,0.47023636,0.35282752,0.011966045,-0.38311285,-0.009637684,-0.43653813,0.28091365,0.059342723,0.2274941,0.57087195,-0.050452158,0.24307613,0.6922673,0.06413889,-0.23995131,0.25948745,-0.2864098,0.44518685,-0.31763017,-0.15357573,-0.106495164
230,5,15,-0.12864664,0.16181855,-0.11022419,0.43634793,-0.3329369,0.059537843,0.30347908,-0.3103436,0.4304676,-0.12481123,-0.68070304,0.39132407,0.39868325,-0.03961685,-0.37912753,-0.1579321,-0.46372062,0.38913286,-0.08447395,0.22061871,0.6145224,0.055549853,0.14186922,0.6107623,0.058716245,-0.21138094,0.26036587,-0.48591465,0.45965582,-0.3113739,-0.025542496,-0.06324836
231,2,15,0.24907792,0.1820131,0.036231127,0.5550782,-0.042635594,0.29087558,-0.22937584,-0.063992,0.6083137,-0.15369079,-0.60441566,0.60851866,0.19876131,-0.04719685,-0.2200713,-0.18234763,0.060879756,0.4908506,-0.12760426,0.13949145,0.35690734,0.33173037,0.22999749,0.47684494,0.35725224,-0.2809746,0.25548834,-0.5396547,0.39368868,0.13385876,0.47633237,0.15958469
232,2,15,-0.046901383,0.13292281,0.012075404,0.6344302,-0.007023287,0.2935515,0.111302696,-0.27295274,0.42248896,-0.11955637,-0.48466036,0.5502678,0.26786104,-0.077563256,0.017984943,-0.22172832,0.052559506,0.43687427,-0.21974494,0.02534245,0.4025423,0.23402268,0.031709682,0.4968751,0.27930692,-0.054431573,0.18633974,-0.5579955,0.46158725,0.015907994,0.25653127,-0.0004912251
233,2,16,0.097135045,0.09824605,-0.021946281,0.58733356,-0.04895038,0.2160814,-0.16282772,-0.10519303,0.42483732,0.07015838,-0.700542,0.46385667,0.31609073,0.066430226,0.11151592,-0.13727781,-0.3330913,0.54328454,-0.030183071,-0.14756711,0.38439262,-0.00516067,0.21275143,0.63023776,-0.10225781,-0.13427398,0.121474564,-0.3394825,0.28645244,0.021065963,0.0027617742,-0.02675522
234,5,16,-0.06875723,0.033063367,0.029254185,0.4728118,-0.41275322,0.24564083,-0.075005725,-0.24053852,0.4454242,-0.2886155,-0.7260811,0.4107217,0.49801692,0.0025210178,-0.010488606,-0.010813783,-0.4363886,0.41652498,-0.13220082,0.06136911,0.49485943,0.123801485,0.1527508,0.50115275,0.099236555,0.039818548,0.22374131,-0.55355793,0.4311651,0.19736904,0.07188681,0.027238835
235,5,16,-0.1614285,0.10401376,-0.1062606,0.44428292,-0.31108442,0.18757656,-0.014240077,-0.2304484,0.36950663,-0.3288578,-0.6626781,0.46078753,0.46053958,0.004437432,0.10834302,-0.026868334,-0.34075615,0.33338213,-0.0629352,0.13889319,0.4617505,0.18284439,-0.05366801,0.5564506,0.07841619,-0.054623257,0.17643335,-0.5116125,0.46760404,0.1312336,0.1591698,0.010348116
236,3,16,-0.1333921,-0.020884646,-0.13410845,0.5718157,-0.34297588,0.06879581,0.058844093,-0.021733187,0.28678542,-0.05632998,-0.83602035,0.4835056,0.5125757,0.06818718,0.27536494,0.21340989,-0.4124796,0.34850788,0.059075445,0.04807111,0.4623999,0.12389561,0.045619402,0.5067551,-0.05006919,-0.2579088,0.08243493,-0.61571145,0.4413994,0.059473995,-0.18808638,-0.071834415
237,3,16,-0.019510766,0.11260455,0.074351236,0.47785234,-0.30122262,0.10200805,0.09958317,0.044948675,0.24458231,0.032309532,-0.746086,0.4983913,0.496326,0.05748634,0.23586175,0.22673762,-0.33791637,0.3673463,0.1792808,0.00060134,0.5869204,-0.109482676,0.12368901,0.6443227,-0.12872973,-0.029280538,0.01953369,-0.4634984,0.368852,0.074340776,-0.22789824,-0.10883254
238,3,16,-0.058176924,0.12606682,-0.010062079,0.47556588,-0.35804164,0.06649884,0.13110195,-0.051926944,0.2939098,-0.19291465,-0.7965832,0.531568,0.51259637,0.14001235,0.14672153,0.04915162,-0.38918063,0.3376072,0.059949353,-0.021326263,0.55718005,0.17182346,0.035570137,0.54878473,0.04342694,-0.14205882,0.099311866,-0.50697935,0.4283484,0.10726918,-0.16803202,-0.044155844
239,2,17,-0.076788366,0.015288406,-0.023845136,0.5941955,-0.19218914,0.13532843,0.20791782,-0.27921966,0.32466176,-0.1962365,-0.6688622,0.24179213,0.46877515,0.021639232,-0.3508374,-0.17411138,-0.24860561,0.29426268,-0.21490085,0.05633115,0.61831874,0.27677727,-0.027870156,0.53933626,0.17008772,-0.11576527,0.18121742,-0.49330848,0.4219435,0.018595787,0.064686544,-0.009736324
240,4,17,0.0715705,0.257492,0.06038113,0.45183462,-0.06971191,0.25533903,-0.3685512,-0.001957116,0.42661032,-0.1404095,-0.6372489,0.5957936,0.104251474,-0.18441483,-0.3093797,-0.36274865,-0.00089661754,0.5291131,-0.2870823,0.28501335,0.20288324,0.1922294,0.46270955,0.39881188,0.6137107,0.07517095,0.31625137,-0.23640548,0.14447899,0.054646075,0.26496077,0.26127616
241,4,17,-0.10360723,0.13337943,0.0925081,0.2511791,0.061896566,0.25158983,-0.2644033,-0.19537044,0.33002552,-0.060218252,-0.63082916,0.4461356,-0.0013765089,-0.10613979,-0.18662535,-0.27687016,-0.09554785,0.46459317,-0.25368842,0.40073407,0.341627,0.1973394,0.31174204,0.3953014,0.37745678,0.24440901,0.29154733,-0.062807225,0.19935948,-0.12066869,0.1166717,-0.026146784
242,2,17,0.1481867,0.25454623,-0.14187601,0.5418343,0.14540273,0.045942597,-0.12583531,-0.06945393,0.33354843,-0.14788654,-0.5353725,0.5901915,0.47157878,0.20267765,0.20711593,-0.48589858,0.019816233,0.5442199,-0.30044052,-0.07284884,0.19298156,0.2742874,0.053656798,0.44367784,0.34671172,0.14009883,0.06874537,-0.40125072,0.030055625,0.24755439,0.2675896,0.16269246
243,2,17,0.039958075,0.19488373,-0.016838728,0.59236187,-0.2975599,0.16085105,-0.032858822,-0.15078582,0.40846932,-0.29503468,-0.6019116,0.5317675,0.6009113,-0.019103177,-0.07014247,-0.23704578,-0.4148939,0.2976484,-0.35877138,0.08986759,0.4640572,0.24347088,0.12501696,0.51626414,0.3759177,-0.06550332,0.11556628,-0.5178699,0.3738981,0.14776109,0.20932046,0.1760037
244,6,17,0.11489717,0.040504776,-0.038608663,0.34003085,-0.37900105,-0.023293477,0.15124093,-0.23130594,0.3254671,-0.067433156,-0.5909446,0.43216902,0.40831786,-0.052206766,-0.23200886,-0.108630784,-0.4987185,0.40886274,-0.019013915,-0.006959598,0.5650323,0.13831805,0.2310068,0.60741466,0.092190176,0.14157067,0.12360266,-0.46835548,0.41967484,-0.06612212,-0.14474568,-0.07984743
245,9,17,-0.12157249,0.07172358,-0.000332281,0.32556033,-0.18272568,-0.08060844,0.03778284,-0.040712774,0.3512217,0.18199275,-0.72429657,0.5233201,0.4629807,0.023166833,-0.2737191,0.05515847,-0.11639661,0.4738394,0.08746898,-0.046609014,0.51345,0.053706653,0.2198924,0.50292987,-0.21947385,-0.0135284085,-0.07542926,-0.3959664,0.42055696,0.26455578,-0.021743065,-0.2751541
246,5,17,-0.09062886,0.17243795,-0.0043445905,0.4603512,-0.14679101,0.2534801,0.06531438,-0.15277465,0.34582958,-0.0414958,-0.5895252,0.57036835,0.45138648,-0.06562069,-0.08790012,-0.116573595,-0.17404638,0.32168266,-0.16218433,0.13295044,0.45546377,0.20388706,0.02991823,0.55445904,0.26054478,-0.07184401,0.18221824,-0.3992359,0.3830058,0.15654756,0.023422804,-0.21293834
247,2,17,0.2670801,0.17049856,0.14026274,0.46711496,-0.20988643,0.3798055,-0.1527727,-0.054337256,0.5128319,-0.1658214,-0.5698011,0.55789405,0.21736434,0.11745496,-0.18733324,-0.29866236,-0.031572618,0.5186821,-0.19722775,0.06726439,0.30086222,0.22130471,0.1808935,0.48635623,0.16905399,-0.018638121,0.116831504,-0.46180594,0.1287198,0.2630372,0.3176932,0.210325
248,5,17,-0.10517105,0.23871018,-0.07287322,0.39907724,-0.17836511,0.22583807,0.014702221,-0.2647181,0.42722857,-0.33738196,-0.6140185,0.52767307,0.4495543,4.4941902e-05,0.032982815,-0.26273063,-0.3866842,0.28921986,-0.10924054,0.12017299,0.41349077,0.24615337,-0.044464555,0.53668356,0.27160487,0.012250168,0.20398583,-0.41195366,0.36414206,0.15170059,0.095007285,-0.01044365
249,2,17,0.10427348,0.24026097,-0.13229245,0.4982579,-0.025902046,0.19116327,-0.20235898,-0.21121415,0.44095343,-0.07685176,-0.64847195,0.6094648,0.53467846,0.16119823,0.09027492,-0.10293922,-0.22792266,0.41947225,-0.27669236,0.14654996,0.30074012,0.31659925,0.019972261,0.58641654,0.18248115,-0.12900856,0.22284499,-0.4878914,0.2789704,0.14986724,0.1829055,0.048348777
250,3,17,-0.23589945,-0.046510726,-0.05279145,0.40161097,-0.5729881,-0.005303825,0.34919867,-0.10783711,0.19694981,-0.149252,-0.702122,0.26871687,0.45516577,0.06623152,-0.14190239,0.15534112,-0.4520555,0.41036102,-0.08482388,0.070075326,0.6358113,0.15879,0.115818016,0.5974908,0.0765259,-0.15602137,0.10499962,-0.5906846,0.6120621,-0.08108165,-0.020771679,0.09530016
