,article,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
41,1,0.036325768,0.21741253,0.19711569,0.1457065,-0.22952065,-0.19049533,0.17150368,0.36504152,0.17174833,0.37140045,0.013182204,0.07643392,-0.2553922,0.38399562,0.038127534,-0.19557355,-0.15843111,0.55857986,0.2294418,0.25754938,-0.054629236,-0.35094136,-0.22755063,0.09540699,0.2726975,-0.089787886,-0.47266942,0.51790565,-0.23697947,0.020365,0.105642274,0.0035257714,-0.39015472,0.25401863,0.035562024,0.33432314,-0.34208477,0.17168541,0.11717553,0.15829818,0.048062723,0.26549622,-0.1557517,0.17845923,0.04538511,0.24634509,0.18643108,0.11441532,-0.0008014923,-0.14342913,0.3682474,0.13372754,-0.3030979,0.37723166,0.0061800885,-0.06417047,0.44986498,0.079977,-0.6206491,0.31820732,-0.49944806,0.07626011,-0.072534844,-0.28878206,-0.0880166,-0.45121515,-0.08432616,-0.21299511,0.23340908,0.2800398,0.18261924,-0.3293632,-0.35247704,-0.4458933,0.11672792,-0.39893064,-0.21728231,-0.2957066,-0.16587694,-0.17756176,-0.14461845,-0.26252955,0.086835064,0.4718721,0.03314646,-0.45057598,-0.16061163,-0.31664827,0.6158524,-0.1324625,0.027896466,0.07187088,-0.0140293725,0.38475844,0.19328013,-0.24157104,-0.10724683,-0.06370287,0.01879623,0.37177926,0.13862672,-0.23894756,0.14415097,-0.4519205,0.43362197,-0.36143133,0.2843253,-0.2872421,-0.4830252,0.09421111,-0.15436524,0.11888025,-0.13180989,0.3900295,-0.045019485,-0.27567047,-0.21495116,0.0063018412,0.23802857,-0.5331879,0.1373382,-0.5457284,0.062748685,-0.28618208,-0.14778359,-0.25252348,0.14552647,0.24775128,0.027218122,-0.08486912,0.31838542,0.115579315,0.08279024,-0.09820496,0.27892983,-0.055257592,-0.3015609,0.42801124,0.46928555,0.3398528,0.39616254,0.026142767,0.19901422,0.01891953,-0.40743446,-0.17904468,0.3229987,0.091933094,0.1719693,-0.019845154,0.1499876,-0.2576643,0.33143058,-0.31361893,0.04208598,0.35117617,-0.07251002,0.19518675,-0.23888372,0.14316906,-0.03393287,0.26206893,-0.28394014,0.11008831,0.66638285,0.45290056,-0.15746222,0.16974622,-0.06260258,0.051089093,0.3557206,0.5972026,0.0018991358,0.3110502,-0.1243579,0.015264257,0.39456305,-0.108854316,0.12536445,0.28273013,-0.23186591,-0.08339573,0.032393865,0.26347056,-0.362081,-0.03826255,-0.086650014,0.18996283,-0.036582887,-0.23150541,-0.09827115,0.20925725,0.26237446,-0.22671828,0.10725361,-0.08799367,0.4674635,-0.30313882,0.3859566,0.0832602
42,1,-0.021046316,0.18644702,0.35589036,0.037900176,-0.3052499,-0.17023581,-0.018651558,0.34319437,0.17297292,0.2987557,-0.075761005,0.03751308,0.10320704,0.54444736,-0.10406067,-0.13896926,0.024514114,0.4355406,0.0980581,0.2733515,-0.025613101,-0.4262869,-0.37958813,0.05862398,0.26336405,-0.28938833,-0.5874055,0.2826542,-0.3385454,0.008546607,0.10255656,-0.08042497,-0.37824252,0.12292391,0.0096411025,0.23836271,-0.4952809,0.15682717,0.17882977,0.25348526,0.07492244,0.13447829,-0.27705404,0.45830613,0.15095033,0.34778807,0.1337194,0.34891787,0.030228693,-0.022389019,0.018889315,0.0014380951,-0.29318932,0.34041932,0.0692033,0.1055658,0.29438064,0.08369109,-0.6423966,0.30242035,-0.5080203,0.05394849,-0.20392053,-0.21992908,-0.027179295,-0.3502996,-0.093248755,0.07599584,-0.043856863,0.34837946,0.29164746,-0.4655931,-0.29722852,-0.5350126,0.17875302,-0.42800677,-0.3244739,-0.20065781,-0.002555997,-0.1846916,-0.103096224,-0.19886218,-0.018008804,0.4263263,0.072465904,-0.15758651,-0.33109084,-0.36707607,0.50799817,-0.27672902,0.1447338,0.12565255,-0.025824482,0.36147153,0.21685861,-0.066106066,-0.07856927,-0.09659172,0.028138941,0.4459522,-0.23530452,-0.36124152,0.19080283,-0.35079515,0.3896074,-0.27536428,0.23564838,-0.42739043,-0.47369355,0.13340385,-0.06617076,0.1921159,-0.25723645,0.51868385,-0.26576713,-0.3123696,-0.33426034,0.006154832,0.28482488,-0.59421515,0.1522259,-0.31182384,0.080910504,-0.28595588,-0.13445286,-0.38755748,0.2263334,0.31791335,0.16670787,-0.09465184,0.3049507,0.37098372,0.0838663,0.14060628,0.2532339,0.040405624,-0.13330108,0.5184347,0.29602194,0.33710736,0.27222857,0.11850383,0.18057351,-0.06207515,-0.50920933,-0.17984343,0.32045087,0.122602135,0.11515481,-0.054465104,0.20974888,-0.46261403,0.59644735,-0.24015555,0.2086444,0.08223046,-0.09785803,0.12265114,-0.33115956,0.27341422,-0.09574363,0.31094438,-0.3196358,0.12656966,0.62258935,0.2820668,-0.20639631,0.224998,0.011581201,-0.033911422,0.08331452,0.39319858,-0.18386386,0.24738163,0.14374858,0.080973454,0.46137047,-0.06244988,0.16152506,0.20698975,-0.17921317,-0.09407171,0.06940659,0.12898633,-0.27389044,-0.07298811,-0.04178346,0.1604313,-0.24855074,-0.10120566,0.1238674,0.24378964,0.20471452,-0.12687393,0.107847385,-0.01988548,0.3968327,-0.24482322,0.31460023,0.18101199
43,1,0.107390046,0.079269275,0.21591794,0.09340598,-0.35226062,-0.36042732,0.29590374,0.2357807,0.1930111,0.32706186,-0.2709723,-0.013616048,0.09240927,0.41307268,-0.19525245,0.17143233,-0.08964052,0.48347953,0.07221673,0.19521223,0.044316575,-0.39077422,-0.21874091,0.029431071,0.25197807,-0.14302476,-0.3896042,0.48359346,-0.28111422,0.1680818,-0.00032892823,-0.18204217,-0.3723855,0.053279735,-0.055954084,0.27416682,-0.17240958,0.17081329,0.23339108,0.18297027,0.30563807,0.15616438,-0.18122311,0.2097294,0.024153488,0.38725817,0.20841362,0.34773734,0.1323953,-0.14324053,0.124749124,-0.0145433685,-0.37536123,0.20746548,-0.07447561,0.07483854,0.354871,0.11076464,-0.5610793,0.43439946,-0.6171919,-0.15833963,-0.17814228,-0.21261504,-0.049243525,-0.35270873,-0.28589216,-0.14785513,-0.026115628,0.366313,0.23220368,-0.3288777,-0.2749656,-0.4583357,0.12908772,-0.4154144,-0.114154994,-0.28276074,-0.02938796,-0.10141458,0.036455546,-0.12937842,0.25788435,0.20266289,-0.032838244,-0.38025072,-0.22580662,-0.5808206,0.3523255,0.0134901265,0.056916572,0.08436705,0.005668222,0.3613707,0.36808816,-0.0151806325,-0.10568079,-0.026654359,-0.027485104,0.25276762,-0.26574847,-0.27504206,0.1353331,-0.39197034,0.41090676,-0.27206784,0.20504093,-0.34968328,-0.59803915,-0.006078416,-0.18230918,-0.10202265,-0.0327768,0.24958953,-0.10603206,-0.17382959,-0.50389,-0.14555085,0.47298643,-0.5322421,0.10340328,-0.23376487,0.11322061,-0.28746554,0.011144587,-0.22656356,0.053646244,0.09555824,0.09907161,0.05702473,0.4868373,0.12805481,-0.082267575,-0.121472396,0.1207152,-0.14897448,-0.1538141,0.46865618,0.17725295,0.29377118,0.16629253,0.17211132,0.26806673,-0.18125135,-0.3716243,-0.071179554,0.20464419,0.34832788,0.19743705,-0.2552706,0.0334483,-0.3611845,0.5690014,-0.047272164,0.14394337,0.32981107,-0.11884197,0.17322229,-0.22949888,0.18938611,-0.10794983,0.03398481,-0.42889753,0.14890821,0.54051435,0.22513874,-0.12439316,0.15246451,0.10141474,-0.038499553,0.42530054,0.4565169,-0.18928477,0.4377574,-0.15830933,-0.103985064,0.49722263,-0.21376479,-0.025579482,0.08660156,-0.047032278,-0.10461662,-0.059008244,0.19358301,-0.18200377,-0.24879664,0.044370674,0.20709078,0.01862327,-0.09910901,-0.08085587,0.30737385,0.15157884,-0.19317806,0.11122306,0.13782305,0.47900018,-0.20010152,0.1766712,0.03998685
44,1,0.0816764,0.30087745,0.26116845,0.094739474,-0.23916745,-0.13186295,0.1839527,0.25148106,0.10592124,0.25904366,-0.008426892,0.18318196,-0.0608983,0.31898925,0.035293337,-0.1616391,-0.055670887,0.35417166,0.196721,0.10730932,-0.043996003,-0.2953726,-0.43625033,0.050250374,0.41652608,-0.10827455,-0.50303257,0.49391618,-0.28214914,0.11089616,-0.05437288,0.0531612,-0.48844892,0.22401294,0.07875089,0.20169124,-0.2392148,0.2087104,0.20872742,0.05669284,0.119468,0.22981751,-0.19166057,0.28434467,0.0738817,0.24186927,0.22958043,0.28886548,0.110641606,-0.057021,0.311382,-0.013923148,-0.2788108,0.34147474,0.1223051,-0.222435,0.26547012,0.060305852,-0.58047533,0.32885015,-0.57378286,0.08487829,-0.016090434,-0.3380611,-0.096579894,-0.45009685,-0.39047182,-0.12680137,0.035016645,0.25437915,0.08493749,-0.18342079,-0.27068883,-0.34282932,0.10462562,-0.31370765,-0.12972601,-0.2323724,-0.054459743,-0.12588356,0.03880343,-0.4315223,0.06421471,0.29915076,-0.08545646,-0.45404473,-0.20770922,-0.43526235,0.5583285,-0.06298098,0.10351877,0.17961472,0.11567482,0.33160505,0.22251919,-0.07210297,-0.24814065,-0.07344938,0.012012894,0.27760756,0.07202199,-0.32974783,0.29089803,-0.46512735,0.2469189,-0.3423334,0.3140837,-0.18037032,-0.55275756,0.07995172,-0.29812738,0.1963819,-0.27381605,0.265523,-0.06820075,-0.20800161,-0.40780368,-0.08870014,0.26071405,-0.5074301,0.08632138,-0.42676285,0.116596416,-0.41329077,-0.16153115,-0.14920995,0.14056787,0.021783795,-0.088059664,-0.057956688,0.4202331,0.1894239,0.057032097,-0.10921016,0.13369852,-0.09901474,-0.2860186,0.36856955,0.50036514,0.21293013,0.27345055,-0.0078067384,0.1724876,0.013479247,-0.5387456,-0.20607124,0.26405323,0.2740116,0.090791665,-0.03633346,0.06605558,-0.37600565,0.27359077,-0.36031502,-0.0890291,0.27619326,0.049138203,0.12926427,-0.23499002,0.09359078,-0.08308056,0.13711484,-0.40211785,0.21969123,0.5878398,0.35192004,-0.10088082,0.25397852,-0.08087468,0.07131048,0.410913,0.54174644,-0.12205876,0.41155392,-0.20856784,-0.020744082,0.4373301,-0.017570937,0.16202147,0.17082603,-0.14630187,-0.039446812,-0.03827163,0.31604508,-0.4324324,0.055149294,-0.113239884,0.13973896,-0.00808953,-0.22331645,-0.03300748,0.18468818,0.3238762,-0.2834439,0.024373285,0.049661435,0.40733674,-0.27719423,0.20980105,0.08046672
45,1,0.12586276,0.21711035,0.21218815,-0.0018603296,-0.25001207,-0.15483259,0.27522102,0.100738935,-0.019566866,-0.049277194,0.11616673,0.052271396,0.10329145,0.48600194,-0.024365207,-0.08268427,-0.054342527,0.3863983,0.17134239,0.08952986,0.019873666,-0.3663067,-0.18791896,-0.009705768,0.22887112,-0.21024904,-0.40852875,0.35022435,-0.25786924,0.011955846,0.013068088,-0.20199469,-0.30187622,0.13253409,0.021664962,0.2707131,-0.33008552,0.19734612,0.13816802,0.21964347,0.102232784,0.07796256,-0.1963984,0.22969669,0.01179446,0.21897455,0.21174183,0.29373792,-0.028282516,-0.18063284,0.09366942,-0.21878384,-0.26717144,0.26998934,0.20420136,0.019656623,0.19910887,0.117856055,-0.48786917,0.30422828,-0.57863045,0.13131483,-0.07965403,-0.06712685,-0.0014752065,-0.45810091,-0.3636629,0.054791566,-0.018501531,0.3137802,0.15378886,-0.3027501,-0.40247372,-0.25021338,0.24543342,-0.18810643,-0.33600098,-0.2149716,0.102194905,-0.025484687,0.22348486,-0.24436967,-0.009746288,0.12559107,-0.05111592,-0.20585696,-0.1745038,-0.5262317,0.47503597,0.048996627,0.25056607,-0.013291277,0.12454363,0.22974525,0.11564513,0.035387285,-0.0019392123,0.008602072,-0.036429364,0.2861963,-0.18378806,-0.31251445,0.13341545,-0.32501933,0.40674394,-0.19639282,0.1059775,-0.35926884,-0.4489419,0.1586082,-0.07494251,-0.014226296,-0.3146789,0.23796424,-0.23548764,-0.17722127,-0.24202164,-0.03602755,0.3623368,-0.57566833,0.11150282,-0.31843945,0.1850661,-0.2438886,-0.090427674,-0.113497235,-0.09433749,0.09301031,0.0005271434,0.020361686,0.43656033,0.29476324,-0.06432707,-0.2234871,0.16174836,0.0004241727,-0.23350199,0.4827562,0.168962,0.20844823,0.26202992,0.09091544,0.28763416,-0.06203589,-0.28581604,-0.09683979,0.16771592,0.33910212,0.23538452,-0.118216574,0.12332718,-0.34559965,0.40571603,-0.15750642,0.114962354,0.13888909,0.0061311475,0.23889586,-0.18382035,0.16076544,-0.192006,0.3063929,-0.22577608,0.1396054,0.38534746,0.23776907,-0.08205749,0.34247577,-0.06429905,0.006955556,0.27452353,0.36841255,-0.24586605,0.33996773,-0.04951601,-0.032055613,0.41438204,-0.051742736,0.04361546,0.19374733,-0.17108624,-0.12066164,-0.101813965,0.29409546,-0.32296452,-0.08150106,-0.18748829,0.17234018,0.037367474,-0.10363819,0.08106075,0.16083695,0.06614025,-0.22747798,0.039717697,0.006934297,0.20243734,-0.19283378,0.083796054,0.09006489
46,1,0.12747027,0.16500589,0.49103823,-0.040418454,-0.26680094,-0.2551286,0.2029176,0.23525259,0.082747504,0.34543654,-0.15564148,0.46714333,-0.12801857,0.3952959,-0.18663642,0.06656218,-0.11177981,0.58003706,0.18214746,0.23206928,0.15838754,-0.22746888,-0.20940803,0.05960646,0.3367277,-0.123777576,-0.37074018,0.55486184,-0.4108774,0.062394712,-0.12435038,-0.15432052,-0.34660384,0.14939623,0.03384838,0.21461801,-0.37010053,0.22787693,0.20711115,0.08962894,0.19301699,0.21734412,-0.14220496,0.26495555,0.20924501,0.30142066,0.1844479,0.32874152,0.17058158,-0.008722764,0.15777166,-0.036655523,-0.31840038,0.1340095,0.09431079,0.01696657,0.25913537,-0.11783792,-0.37304905,0.34589675,-0.57291245,0.00058566773,-0.067625,-0.24145918,0.04536329,-0.4205545,-0.32870176,-0.059993293,0.16254093,0.33770603,0.24734417,-0.2737176,-0.031380165,-0.29490572,0.16635562,-0.28576908,-0.19670042,-0.1687635,-0.29499435,-0.15627481,-0.06625742,-0.20137154,0.12723064,0.046183746,-0.05727985,-0.29840443,-0.09587518,-0.48024398,0.39986622,-0.16018522,-0.02945198,0.06458724,-0.11380641,0.27210182,0.32644054,-0.09474342,-0.1831936,-0.019665658,0.035824854,0.37831378,-0.15573995,-0.26881886,0.01920395,-0.37687021,0.33857796,-0.13103549,0.07981024,-0.23951615,-0.5034358,0.15300933,-0.022945272,0.08324301,-0.032328974,0.24070142,0.055517875,-0.19107544,-0.46966687,-0.025269436,0.44388646,-0.6020455,0.2469222,-0.17355984,0.20979652,-0.404482,-0.034167968,-0.29233542,0.014279863,0.18675156,0.07135297,0.04757604,0.5283392,0.0008836312,-0.12933522,-0.23177129,-0.010441807,-0.20109281,-0.25274783,0.2537289,0.44011098,0.27479896,0.17273755,0.144277,0.23945935,-0.049557615,-0.42239445,-0.258395,0.21769157,0.28579256,0.15719365,-0.24410543,0.03729831,-0.19336946,0.51001626,-0.16363479,0.3108878,0.31692693,-0.11484284,0.27932674,-0.20817326,0.20356421,-0.051944323,0.05628235,-0.39141002,0.26196736,0.5731415,0.35841745,-0.108372964,0.34122047,-0.0009199453,0.041625015,0.1882291,0.46349278,-0.27399707,0.48720226,-0.25323614,-0.01572574,0.45047435,-0.23272125,-0.039980885,0.123598225,-0.16054708,-0.19138147,-0.13699892,0.18474348,-0.2940181,-0.12758532,-0.072156586,0.10951705,0.013245299,-0.1411778,-0.15839204,0.03341323,0.2916407,-0.10010334,0.20327963,0.058777653,0.51206696,-0.23350844,0.17731114,-0.11683709
47,1,-0.12594147,0.32580233,0.1636118,0.38840008,-0.28233808,-0.21807452,0.36309117,0.06583895,0.21432114,0.35147458,-0.12198839,0.38283738,-0.39856175,0.30999866,-0.17562498,-0.07690834,-0.098183416,0.52976096,-0.11616784,0.28811687,-0.04029087,-0.033497076,-0.068226516,0.2737236,-0.0028082617,-0.11493021,-0.27017257,0.44085726,-0.31704786,0.058331266,-0.060759123,0.12655036,-0.06442602,0.11575704,-0.08090294,0.018187275,-0.33872673,0.28961247,-0.1469431,0.19263694,0.2044892,0.17421842,-0.13110957,0.36190456,0.31165397,0.15955691,0.2095465,0.024265256,-0.11361973,0.0076658158,0.17825021,0.10289105,0.035484646,-0.168624,0.16643867,-0.11245912,0.56061155,0.026203068,-0.40292794,0.16059214,-0.4698502,-0.14614017,-0.16266398,-0.31263646,0.10801724,-0.5367292,-0.25199926,-0.20732787,0.05217714,0.09681869,0.20783538,-0.3122175,-0.09642897,-0.33229634,-0.12655829,-0.3153226,-0.085393555,-0.1561815,-0.31062573,-0.17179923,-0.2054151,-0.4351934,0.049761694,0.3462624,0.14309607,-0.32696557,0.028920295,-0.4467081,0.6918014,0.010195662,-0.019856066,0.006749334,-0.40168452,0.10936161,0.30685315,-0.13126184,-0.010552881,0.17437987,-0.29868555,0.08745388,-0.13653627,-0.1479898,0.17657788,-0.35497501,0.22741905,-0.0024450298,0.05500464,0.1268662,-0.4864022,0.20523567,-0.029083358,-0.12918842,-0.17023441,-0.010147566,0.082313865,-0.2716882,-0.40067142,0.036318183,0.3038318,-0.56101537,0.18473887,-0.20639266,0.36220342,-0.16970396,0.035605624,-0.25492275,0.24626762,-0.056348015,-0.21849237,-0.057190217,0.37015,-0.25283116,-0.09975293,-0.4323703,-0.16545285,-0.39162123,-0.16614404,0.29805893,0.13867202,0.22365108,0.47834048,-0.15724652,0.28698146,-0.02861582,-0.32602623,-0.20895913,0.111692816,0.23483644,-0.008975414,-0.106776185,-0.06809146,0.009382956,0.5164874,-0.18457127,0.24348538,0.2262693,-0.30666262,0.18317635,-0.15012549,-0.015762588,-0.07384526,-0.06660871,-0.33346242,0.22117312,0.5588466,0.1902275,-0.13209468,0.2636911,0.12080698,0.10237542,0.4150998,0.20374477,-0.50625396,0.30917633,-0.18182822,0.02853194,0.42657486,-0.062388986,0.09476634,0.18882787,-0.1584982,0.013655838,-0.19406894,0.050557565,-0.50186604,-0.011435122,-0.2636355,0.13831493,-0.19426954,-0.18020825,-0.3048662,-0.15766488,0.15887097,0.025997657,0.33976153,-0.07262202,0.31923702,-0.16252548,0.20561573,-0.2934853
48,1,0.15385503,0.30375382,0.47360092,0.08927805,-0.21717562,-0.29685405,0.2735447,0.2861774,0.22821303,0.21330903,0.06348921,0.23843656,0.06024611,0.47075853,-0.100127004,-0.019227149,-0.10625101,0.6050969,0.18156861,0.2991383,-0.054054506,-0.24995482,-0.26293084,0.109325916,0.45584404,0.06270287,-0.4024302,0.56286633,-0.33468926,-0.026955375,0.059892017,0.060030404,-0.35937402,0.273976,0.051911946,0.16398497,-0.34488136,0.15670477,0.31757662,0.12382798,0.08216133,0.35677627,-0.16432571,0.26441258,0.17002685,0.27294728,0.24501133,0.20404729,0.14568172,0.016797272,0.23548,-0.04683635,-0.3256584,0.15973935,0.25331202,0.070026726,0.34452802,-0.015493539,-0.5362722,0.19763383,-0.46651882,0.0115298135,0.058335856,-0.309347,-0.15626696,-0.4269446,-0.31169727,-0.11182195,0.09553639,0.30628297,0.16401276,-0.34540758,-0.33645707,-0.29132587,0.20649542,-0.19141147,-0.29032862,-0.1908519,-0.067771375,-0.048401505,0.17245781,-0.25881553,0.10988579,0.04987349,-0.03789283,-0.3905286,-0.090676606,-0.3980425,0.3298351,-0.093526095,-0.017024148,0.16763836,-0.07960473,0.24477318,0.22609545,-0.037679642,-0.16009566,-0.051641572,0.0093589565,0.34600404,-0.009137,-0.30959135,0.12282377,-0.31574866,0.3413727,-0.15608187,0.104652144,-0.32253796,-0.5356265,0.26972675,0.036128677,0.07088391,-0.15215233,0.2270339,0.122144915,-0.21219371,-0.4476129,0.08399475,0.45056623,-0.61287326,0.28119397,-0.5469393,0.18875076,-0.31703204,-0.09067444,-0.24953394,0.2233692,-0.003144209,-0.00843096,0.21717514,0.5060413,0.19329104,1.7769635e-06,-0.25463516,-0.012579061,-0.12583701,-0.10979539,0.34756336,0.5407337,0.19616444,0.2433374,-0.056918986,0.12719993,-0.12826402,-0.49697775,-0.26591834,0.11018227,0.26946768,0.034432802,-0.15936092,0.049622238,-0.18522799,0.38173527,-0.2500412,0.34343112,0.19068241,0.045036964,0.25622845,-0.24359219,0.30401915,-0.15740281,0.1608887,-0.3916427,0.3944023,0.63217807,0.21355791,-0.02801014,0.31907284,-0.0058245226,0.22491367,0.16414289,0.34017414,-0.1619154,0.4825557,-0.19958837,-0.11743127,0.40407458,-0.2333373,0.11928291,-0.18045488,-0.09560649,-0.22523181,-0.11817999,0.12067871,-0.34439924,-0.14736566,-0.16606194,0.048509195,0.1968724,-0.04168524,-0.01983761,0.08971244,0.17275369,-0.14452899,0.09503094,0.059185408,0.41489723,-0.24734023,0.14422481,0.09196961
49,1,0.086752735,0.24695186,0.2968989,-0.0077766716,-0.3373433,-0.35285595,0.25609905,0.270866,0.13705006,0.26380932,-0.27796808,0.08192823,-0.100958094,0.36062145,-0.19339971,0.0805322,-0.12271759,0.46542525,0.044772074,0.08682234,0.116324924,-0.20459251,-0.1671901,0.07427781,0.32518017,-0.14554873,-0.2982753,0.46817032,-0.33400723,0.045015942,0.032287233,-0.027035866,-0.4147181,0.1900068,0.08612993,0.16213548,-0.24508716,0.14423756,0.124319546,0.24144314,0.0925208,0.25857002,-0.09779043,0.33278683,-0.024048429,0.23847052,0.120917544,0.2873248,0.14499815,0.124701135,0.111314625,-0.0621351,-0.3802566,0.27906576,-0.02681917,0.12608585,0.15089463,-0.042606775,-0.50346327,0.3431598,-0.6131944,0.0910949,-0.0062025287,-0.34069866,0.089470156,-0.5121474,-0.27284634,-0.022375068,-0.039038733,0.3716454,0.22181627,-0.1255322,-0.1598507,-0.32134447,0.12894091,-0.22692148,-0.05717641,-0.20019205,-0.171708,-0.088647895,0.16978504,-0.29612648,0.03872178,0.13992274,-0.01398709,-0.42442086,-0.11243658,-0.4283043,0.32258293,-0.022452075,-0.041663617,0.027174864,0.05791524,0.28753492,0.19302379,-0.047764376,0.01622872,0.109141715,0.06508427,0.27173713,-0.11456884,-0.39053652,0.15078487,-0.35027134,0.3109666,-0.16094378,0.06272304,-0.32821402,-0.56066316,0.05426755,-0.16641033,0.013025063,-0.12445953,0.32350966,-0.054760292,-0.13846102,-0.46869498,-0.006038935,0.38445276,-0.4166149,0.16403797,-0.15572059,0.044053156,-0.30587155,-0.12926146,-0.1972247,0.013447681,0.10564241,-0.06477712,0.17726767,0.45707187,0.25865602,-0.068745896,-0.13878135,0.115183085,-0.16591455,-0.1994796,0.37283388,0.30831197,0.19426224,0.35174942,0.08417919,0.33803466,-0.044513,-0.33045417,-0.24249478,0.21483496,0.14527504,0.16429654,-0.16260564,-0.042569615,-0.22778189,0.3495609,-0.28194278,0.09819601,0.28476655,0.1064969,0.14754654,-0.060249723,0.2553762,-0.13993251,0.17071757,-0.2316882,0.2723905,0.5578057,0.07030908,-0.0843033,0.23278756,-0.17607206,-0.033120163,0.34564778,0.36147094,-0.13917938,0.4368917,-0.069687106,-0.07829725,0.44231367,-0.037014656,0.2475908,0.2503307,-0.126086,-0.16913095,0.078475416,0.18928742,-0.17936344,-0.056089904,0.05195165,0.016177434,-0.0049667694,-0.11878891,-0.12845457,-0.017153991,0.18572792,-0.184551,0.062396176,0.021819986,0.45230138,-0.20497744,0.19943695,-0.07152646
50,1,0.13165042,0.23293355,0.4097871,-0.047573745,-0.13304657,-0.28463697,0.13474697,0.21387471,0.2340276,0.14924657,-0.1368698,0.1427849,-0.014916267,0.36680943,-0.13803478,0.049829002,-0.275955,0.59689516,0.10532755,0.02073907,-0.01571467,-0.30885664,-0.12700059,0.053686354,0.2700311,0.027524715,-0.32177088,0.45592657,-0.2517004,-0.03383846,-0.0649903,-0.09558773,-0.3446759,0.20655887,0.08549497,0.17163871,-0.31054822,0.11335314,0.2811141,0.20365953,0.03718996,0.33172494,0.029910425,0.2233027,0.018540995,0.19949263,0.1375913,0.2389177,0.13264836,0.0048398054,0.1791671,0.0043163523,-0.32569054,0.2705858,0.04373071,0.035517875,0.15125914,-0.1762202,-0.43927142,0.13917597,-0.57552356,0.10846693,0.020036474,-0.17671989,-0.08314141,-0.56778044,-0.3198117,-0.20946357,-0.0030117428,0.36742297,0.011021928,-0.17034441,-0.22225118,-0.31868163,0.1451678,-0.13631888,-0.12165002,-0.09695344,-0.03040696,0.12696174,0.12038923,-0.2670174,0.10871752,-0.021449711,-0.018244194,-0.22882214,-0.1302112,-0.43828115,0.3772975,0.0047579943,0.013917125,0.027022136,-0.1211323,0.19791834,0.26910454,-0.14793386,-0.13499144,-0.007661733,0.13666946,0.21260864,-0.15767898,-0.26466855,0.30004328,-0.40500012,0.25737515,-0.13848539,-0.0147750145,-0.30062085,-0.47265685,0.12210992,-0.020882547,0.1787248,-0.09777798,0.1681542,0.06756356,-0.16033325,-0.3132397,0.08197404,0.29642794,-0.5609082,0.13743226,-0.37161285,0.019239848,-0.25565955,-0.01038904,-0.09693275,0.15436804,0.11639889,-0.046189453,0.17673723,0.43354946,0.25816828,-0.034318745,-0.12077015,0.22219591,-0.15944238,-0.2426406,0.3155789,0.24322893,0.22834323,0.3184574,-0.0055237147,0.18844366,-0.14638256,-0.35165963,-0.20762277,0.25119013,0.20533751,0.1593067,-0.053542078,0.14254232,-0.1190649,0.40562248,-0.29212394,0.13644013,0.33660254,-0.05406557,0.21902512,-0.14960618,0.27336252,-0.19337289,0.19652714,-0.30426624,0.15166488,0.50941664,0.1582584,-0.022860887,0.37298748,-0.13093041,-0.018165639,0.1956308,0.32449472,-0.17084518,0.39465007,-0.04955391,-0.079121664,0.44338122,-0.013675638,0.15708666,-0.0056198877,-0.1410012,-0.28547087,-0.030930968,0.14384876,-0.23765618,-0.13003473,0.057080414,0.03415787,0.047667954,0.004232903,-0.09999291,-0.08550336,0.22808841,-0.10188372,0.18865125,0.08193131,0.48640156,-0.086045705,0.16448826,-0.037127476
